tick,t_int,lat,lon,alt,heading,callsign,is_attack,n_sv,cn0_mean,cn0_std,cn0_min,cn0_max,doppler_std,pseudorange_std,error_flag_any,sqm_peak_mean,sqm_peak_std,sqm_asym_mean,sqm_asym_max,sqm_sec_peak_mean,sqm_sec_peak_max,sqm_left_5_mean,sqm_right_5_mean,power_2MHz,power_4MHz,power_8MHz,clock_error_m,clock_drift_mps,position_drift_m,speed_ecef,clock_error_d_dt,Carrier_Doppler_hz_ch0,Carrier_Doppler_hz_ch1,Carrier_Doppler_hz_ch2,Carrier_Doppler_hz_ch3,Carrier_Doppler_hz_ch4,Carrier_Doppler_hz_ch5,Carrier_Doppler_hz_ch6,Carrier_Doppler_hz_ch7,Pseudorange_m_ch0,Pseudorange_m_ch1,Pseudorange_m_ch2,Pseudorange_m_ch3,Pseudorange_m_ch4,Pseudorange_m_ch5,Pseudorange_m_ch6,Pseudorange_m_ch7,Carrier_phase_cycles_ch0,Carrier_phase_cycles_ch1,Carrier_phase_cycles_ch2,Carrier_phase_cycles_ch3,Carrier_phase_cycles_ch4,Carrier_phase_cycles_ch5,Carrier_phase_cycles_ch6,Carrier_phase_cycles_ch7,EC_ch0,EC_ch1,EC_ch2,EC_ch3,EC_ch4,EC_ch5,EC_ch6,EC_ch7,LC_ch0,LC_ch1,LC_ch2,LC_ch3,LC_ch4,LC_ch5,LC_ch6,LC_ch7,PC_ch0,PC_ch1,PC_ch2,PC_ch3,PC_ch4,PC_ch5,PC_ch6,PC_ch7,PIP_ch0,PIP_ch1,PIP_ch2,PIP_ch3,PIP_ch4,PIP_ch5,PIP_ch6,PIP_ch7,PQP_ch0,PQP_ch1,PQP_ch2,PQP_ch3,PQP_ch4,PQP_ch5,PQP_ch6,PQP_ch7,TCD_ch0,TCD_ch1,TCD_ch2,TCD_ch3,TCD_ch4,TCD_ch5,TCD_ch6,TCD_ch7,CN0_ch0,CN0_ch1,CN0_ch2,CN0_ch3,CN0_ch4,CN0_ch5,CN0_ch6,CN0_ch7
98,98,53.25482,19.73535,9426.7,327.0,LOT283,0,9.0,44.2718,1.9052,38.9952,49.6894,76.7617,2.8518,0.0,1.0279,0.0598,0.0038,0.0405,0.4583,0.571,0.459,0.4085,-45.5972,-47.3485,-49.3843,1.1576,0.1036,1.1604,220.2692,-0.0758,-1341.1588,-319.2673,627.2003,-1407.2077,2251.0101,-1651.7171,1969.9838,3628.2981,23268387.2945,22961791.6071,22518625.2007,22911400.6953,19119707.681,23268250.3777,20023864.7523,22712119.899,-683655.4491,432306.6793,623852.7163,-541399.5016,376628.8765,-245530.4903,1032257.7716,188359.756,821.1928,766.5751,682.0561,728.1382,670.4609,797.358,805.8153,821.6738,994.8445,737.2672,1070.1006,691.8197,709.4234,727.5558,804.1078,660.1249,1502.3078,1683.6234,1379.2328,1273.1342,1518.2767,1509.7234,1444.4981,1506.6874,1569.6495,1735.876,1626.1345,1392.0818,1620.1273,1234.7388,1399.2852,1487.0349,23.1879,-138.9787,-197.9763,170.7311,162.0565,-145.9075,-131.072,-100.4515,0.007,0.0764,-0.0595,-0.0206,0.0001,-0.0275,-0.1156,0.0046,49.4015,45.68,47.7076,42.7318,44.5804,45.9624,45.7848,43.3109
99,99,53.26594,19.72278,9408.5,327.0,LOT283,0,9.0,45.2565,2.8082,40.4508,49.4566,74.9236,1.8653,0.0,1.0012,0.0575,0.029,0.0957,0.4491,0.615,0.4154,0.3989,-43.0037,-47.3723,-50.2005,2.1745,-0.0719,2.1943,218.4907,-0.1046,-500.4354,1342.8451,3131.3503,-2120.613,482.8136,-832.3713,-694.7314,142.2464,22080567.1605,25334784.9136,23476820.9292,21802822.6223,21904322.2484,23394863.4825,21681759.6889,20938016.2739,-76974.446,722297.2739,-805590.8033,-906613.9087,52694.7046,-1253290.4294,-211791.7647,-165210.6117,735.887,1018.6901,927.7315,796.8727,895.9324,835.9344,527.895,780.8215,816.8651,665.7898,680.0228,679.0953,871.2556,759.0778,774.1689,732.3146,1799.8895,1224.3939,1463.8563,1496.109,1482.8015,1452.3549,1536.3837,1494.8715,1467.9497,1106.0363,1312.1244,1358.4833,1680.2372,1064.5459,1603.8652,1777.2594,305.8407,135.3142,37.0278,-128.0363,-39.5519,-185.1165,-296.4615,-55.2508,0.0337,0.0276,0.0593,0.0029,0.0099,0.0777,-0.1034,-0.0713,45.3021,44.3895,47.7798,44.4145,44.4296,42.0752,44.9442,42.7671
100,100,53.27706,19.71022,9391.2,327.0,LOT283,0,11.0,44.5196,2.5565,39.771,49.1732,75.7231,1.9696,0.0,0.9869,0.0415,0.0011,0.1163,0.3885,0.5432,0.4025,0.3755,-46.4546,-45.3374,-48.8112,0.6835,0.2695,2.1405,225.9614,-0.1545,1880.4719,-31.2485,-1233.6623,-981.5871,-513.9271,3063.483,959.2854,-1036.6984,20469146.8343,25185331.7864,20226087.5667,20568530.9452,21338857.955,20708176.6679,21000819.2873,19545668.0587,150324.2203,-88460.7914,-1822964.4332,257799.2724,295511.5794,215371.8008,1575800.6601,33782.0575,873.6203,760.6411,620.5213,798.8285,665.9881,711.8209,716.1028,758.8132,768.6209,778.4682,698.6351,679.4282,851.3925,853.1265,1030.1939,723.0893,1025.0871,1541.5074,1555.5732,1438.1601,1418.7904,1232.9658,1443.9334,1480.9358,2035.3942,1433.4053,1683.1894,1904.0825,1581.9977,1498.5408,1489.1611,1153.1623,-214.599,-5.1163,-103.7238,-85.2526,391.8984,-96.3064,145.4456,221.5501,0.0424,-0.0187,0.0658,0.0378,0.0476,0.0374,-0.0755,-0.008,43.7409,44.0159,47.0869,43.87,43.0959,46.7264,44.0433,40.6907
101,101,53.28818,19.69765,9375.0,327.0,LOT283,0,9.0,46.7321,1.5021,41.5031,51.6701,82.0747,2.6579,0.0,1.0204,0.042,0.0357,0.1016,0.4884,0.6132,0.4266,0.3775,-45.5806,-46.4632,-46.9429,-1.8839,0.2028,0.6844,214.1163,0.005,359.2341,1052.364,-1635.4999,-1469.9856,-2736.0013,1756.1957,1220.9985,-127.3491,22878387.8748,21419770.5551,23047117.4278,24135587.0571,22147314.5805,20842269.9623,24303785.5877,22515225.0612,965936.6099,1050337.8676,-952188.3988,41277.9042,261594.9432,1239262.103,2188833.1652,1929046.3864,897.1401,1040.2021,740.0896,786.5297,849.4053,760.8603,960.6019,607.4291,892.43,798.064,647.4816,844.6663,803.3578,934.2768,726.0642,958.8688,1552.5159,1437.4022,1638.9512,1589.5694,1508.8214,1472.3907,1692.1629,1234.5034,1539.9655,1457.7706,1341.6496,1706.5089,991.0215,958.1779,1729.0235,1481.9239,42.0969,293.1161,-25.5524,-187.5336,-495.1289,-180.2947,-28.9797,-27.6063,0.0153,0.0291,0.0787,-0.0136,-0.0231,-0.0243,0.0119,-0.0289,45.4497,45.1424,45.0626,45.3689,47.5789,44.864,45.1431,43.6044
102,102,53.2993,19.68508,9360.0,327.0,LOT283,0,12.0,44.5055,2.8458,40.3709,48.5149,80.8682,2.7062,0.0,1.0169,0.0545,-0.0158,0.0871,0.4234,0.5349,0.3619,0.401,-43.7126,-46.6599,-48.6654,-3.1487,-0.0578,0.998,222.1245,0.0621,2021.7301,-1370.8308,1315.3012,-1478.3974,-1244.5295,1117.7577,-1664.2262,674.8291,21169873.4846,21521280.8231,20504140.3279,20408436.3594,22902522.924,22492788.4623,21083087.8461,20216624.9902,-2352194.9507,-226910.9262,-164814.2065,-56364.25,974113.8301,816443.2881,-1918385.8754,-1582578.4097,889.7634,872.5729,610.4714,912.5071,738.7933,799.5256,864.7181,938.8079,858.1179,810.5938,907.8385,847.1783,750.7478,745.6018,912.3135,861.7865,1638.3894,1360.2418,1553.5833,1272.8005,1520.994,1581.9388,1561.3067,1474.8312,1621.5354,1433.8765,1639.0283,1124.6191,1587.8078,1800.8396,1283.4738,1334.427,-244.8029,199.736,149.216,258.4864,165.7795,-30.0749,248.7765,181.2926,0.0065,0.0175,0.0546,0.1099,0.02,0.0483,0.0826,-0.0496,45.8858,47.4691,43.962,47.1116,48.9033,47.3709,47.2398,46.7066
103,103,53.31042,19.67251,9346.5,327.0,LOT283,0,12.0,47.4877,2.6018,42.0651,52.7199,62.2885,2.3045,0.0,1.0065,0.0669,-0.0141,0.0975,0.4473,0.5108,0.4187,0.4277,-45.2934,-44.1639,-50.218,0.1075,0.3141,2.2126,223.9556,0.0193,752.305,379.1601,2480.9174,425.1725,122.5845,-1227.687,-437.4613,-958.2935,22677204.2848,21215864.258,24066946.4871,22258589.7465,20520428.0546,19082855.4175,24053105.3361,24382829.8258,838219.6963,570140.761,388162.5942,640892.3344,-1055967.8905,130473.1183,-835895.2158,-750316.436,886.3907,879.6078,686.8081,787.5979,913.5114,837.8272,738.3512,939.401,971.0915,717.9924,896.8839,761.0103,934.4197,891.0237,934.1151,877.6291,1413.0324,1612.989,1785.1023,1619.0055,1571.8174,1376.801,1407.9215,1342.3509,1598.1324,1349.7185,1824.5415,1746.7375,1354.2481,1258.8172,1282.3402,1641.5055,108.5054,176.077,-504.4973,42.5391,-21.7898,411.3839,14.4156,25.218,0.0749,-0.0717,-0.0124,0.018,0.053,-0.0714,-0.0211,-0.0395,44.4498,42.8733,45.6423,44.2441,46.3151,44.1405,44.4118,44.8364
104,104,53.32154,19.65994,9334.4,327.0,LOT283,0,11.0,45.1507,2.0947,39.1971,50.8257,89.6657,1.7206,0.0,0.9793,0.0277,-0.0301,0.0925,0.5073,0.5218,0.3692,0.3753,-45.2026,-44.6366,-46.9726,4.7397,0.0352,1.658,217.9668,-0.0762,2364.6934,42.7046,923.1859,-2222.231,808.3197,186.9332,-373.7806,-754.5739,18438172.161,21823479.4113,22161744.6173,21668337.4698,21675732.1547,19765259.7824,20858727.465,20456716.561,533230.369,1373431.3794,-1665139.1127,543762.2131,-1189284.3004,-108039.2107,2087522.4759,2602086.2478,801.6538,771.0014,722.6211,757.8152,952.2488,764.4013,814.49,880.0001,871.9974,711.3385,1017.3949,697.5004,830.464,753.0118,737.4231,796.4157,1576.0074,1326.4614,1483.7599,1569.8601,1573.2316,1594.8686,1617.2581,1330.0546,1476.0946,1515.2052,1364.2067,1606.8617,1589.7037,1433.1293,1532.2046,1904.3578,253.8511,-215.8143,-235.4415,-176.6673,-406.8071,56.9658,-161.5554,-17.4307,0.0031,-0.0296,0.0277,0.0019,0.0139,-0.0312,-0.0607,0.0268,47.5597,46.9911,44.6359,46.3907,46.5865,46.7613,44.0091,48.0367
105,105,53.33266,19.64738,9324.1,327.0,LOT283,0,9.0,43.6125,2.4838,37.8435,48.7373,92.1787,1.1649,0.0,0.9626,0.0368,-0.0111,0.0935,0.3874,0.5039,0.3613,0.3727,-42.9742,-47.8594,-48.7941,0.1538,0.2024,2.3925,219.585,0.0825,-1996.6047,-26.3271,768.444,679.0054,-362.8308,297.8513,802.3866,2137.806,22543934.381,20706588.4716,21694444.4206,21816568.7407,25275090.3593,19186676.2657,20703975.4222,21497769.2512,147237.3307,-298389.1978,675408.2079,-1759348.772,546470.8671,644300.0463,758540.8048,234927.5483,890.8137,870.9755,696.5658,831.604,902.658,972.7931,788.9025,807.7872,947.644,928.6943,814.652,921.2207,800.8157,860.4449,711.2552,669.5569,1348.984,1419.7682,1473.624,1818.7776,1734.4027,1869.3725,1500.0586,1609.4922,1537.4348,1460.7474,1315.7014,1513.0876,1557.7313,1542.7774,1765.3641,1638.8421,80.0926,-18.7107,-551.1366,106.9643,-261.4009,93.9308,384.6082,-492.655,-0.0171,0.0013,0.073,-0.0074,-0.0079,0.0324,-0.0778,0.0051,40.9674,43.3234,44.0813,45.7349,48.3326,45.8381,47.3118,45.2223
106,106,53.34378,19.63481,9315.4,327.0,LOT283,0,10.0,44.1033,2.8456,40.103,49.3827,86.1894,2.4993,0.0,1.0218,0.0432,0.0439,0.1886,0.4377,0.5414,0.4458,0.3879,-44.2631,-48.0363,-47.6668,0.1938,-0.2074,0.6693,222.256,0.1245,1119.3933,660.8273,1629.669,3142.1682,-1941.2254,960.0655,-1293.4808,477.0449,22654966.0906,22695292.0873,22334756.1128,24346973.8809,21857073.7322,23145683.5061,23610494.2933,23494048.2829,2829291.2636,333158.5454,1853781.6214,303087.1418,327378.3793,-1627804.3414,169923.7362,1266972.7548,918.7491,721.2396,833.3875,871.4054,901.5039,785.6107,860.5311,728.3459,807.2861,818.8824,868.4921,870.6783,700.2834,828.8789,847.8861,864.9256,1560.3968,1546.797,1480.1886,1369.1194,1410.4869,1621.0156,1502.6947,1825.8435,1663.0216,1449.1469,1212.8344,1561.5214,1368.6044,1466.4767,1625.1679,1426.2511,-23.8403,-235.2087,-197.7217,393.4443,186.854,-85.0349,144.3986,253.2148,-0.0946,-0.0282,0.0158,0.0152,-0.0117,-0.0479,0.0174,0.0799,42.6206,47.1204,45.6888,42.299,45.7399,47.9178,47.6001,41.7804
107,107,53.3549,19.62224,9308.7,327.0,LOT283,0,9.0,44.4353,2.5781,38.8326,49.1439,77.4709,2.56,0.0,0.9787,0.0517,-0.0684,0.0998,0.5142,0.4698,0.3639,0.4171,-42.3849,-46.4188,-46.8246,3.3644,-0.1954,2.5843,216.0013,-0.3195,-2664.4474,-317.7693,-47.3429,1085.463,1754.2153,599.0306,999.0924,1622.5272,22170688.9932,21934256.9062,23785390.7119,23518142.9405,22171016.0699,21052399.2795,21849927.9303,22971032.4465,311625.9485,740531.5357,793146.7559,-194852.5504,212057.3288,57915.6347,936817.4753,-334978.7171,885.8759,819.9173,713.2775,698.6815,733.4312,858.7586,869.7608,720.64,821.3263,791.5097,672.6289,900.8606,927.3506,978.8513,693.4112,696.2001,1674.2421,1695.864,1111.6217,1273.9124,1527.9279,1561.0038,1406.8064,1558.2105,1553.73,1440.2233,1357.9822,1745.7697,1881.2759,1161.7528,1593.122,1804.4693,59.0466,-196.8818,-91.3938,226.0805,-28.1756,160.0225,146.1624,61.8912,0.029,0.0808,0.1162,0.0049,-0.0369,0.0396,0.0101,-0.0162,44.7145,45.7363,46.2558,44.7425,42.4206,45.2542,43.496,42.5106
108,108,53.36603,19.60967,9303.8,327.0,LOT283,0,12.0,43.2734,2.7478,39.1766,48.4369,82.6308,2.2642,0.0,0.9976,0.0581,0.004,0.0798,0.5448,0.5498,0.353,0.3789,-45.0089,-44.6543,-50.0633,-1.0698,-0.5554,2.8978,226.075,0.1061,-1068.5028,16.221,1719.537,2281.5019,3515.9469,1957.0574,119.8406,1165.4963,22790133.9093,20482262.6268,23576160.5832,22395972.6221,22547596.1091,21544639.3449,21629945.7825,18792314.1291,-728675.9292,350234.1754,1893423.591,990340.1924,-383315.2765,2808884.445,25768.6133,-724503.2356,826.5362,761.5511,784.4834,807.7652,576.9212,907.4952,698.4348,940.1317,779.2336,865.2205,879.6633,763.5443,641.5757,640.0766,852.6201,849.7902,1108.0504,1353.1995,1413.3302,1753.9364,1596.6666,1588.7688,1305.7108,1762.8105,1238.3869,1448.8553,1505.0563,1316.7736,1239.6778,1435.6121,1489.5472,1740.5799,302.8223,60.0628,-384.6756,186.8168,-85.217,1.9381,126.4194,178.8229,-0.0181,0.0492,0.0129,0.0015,-0.0038,0.0341,-0.0442,-0.0248,46.3598,45.1232,45.0774,44.2879,42.2489,45.6981,47.7966,46.3941
109,109,53.37715,19.59711,9300.9,327.0,LOT283,0,11.0,43.0939,2.1332,38.6432,47.882,72.1481,2.1949,0.0,0.9866,0.0407,0.0313,0.1264,0.4596,0.648,0.3998,0.393,-46.219,-43.4388,-47.3248,0.3072,0.0667,2.4626,222.5739,0.0518,940.5213,-3593.5097,-403.022,466.8892,-1747.5693,761.6474,-1349.1891,593.0436,21074486.2227,21842112.8202,19020736.5341,20611869.3941,23206328.2249,24016652.2279,20887176.0941,20853049.9212,361340.1952,-668116.564,-2424244.7307,-322009.9016,-421476.6438,-2051360.6256,222991.3129,1228443.0628,718.6634,686.5059,709.122,722.0459,783.9712,611.1859,813.3494,519.0886,593.5453,729.8337,821.2733,911.5698,870.4581,742.1125,806.0575,860.6592,1491.5281,1691.6239,1361.6581,1781.8715,1558.6895,1706.4171,1566.6338,1362.4086,1441.0887,1141.171,1659.8906,1557.0221,1275.5072,1763.0494,1333.6877,1566.5234,240.6049,59.7544,80.5546,155.8867,77.1057,-365.0807,-23.8517,-48.2609,-0.0256,-0.0132,-0.0138,0.027,0.0058,-0.021,-0.0048,0.0381,44.4712,44.4974,43.129,45.7828,46.3892,42.1287,38.6828,47.2196
110,110,53.38827,19.58454,9300.0,327.0,LOT283,0,12.0,45.2003,2.5203,39.8816,49.8049,71.188,1.8582,0.0,0.9931,0.0558,-0.0307,0.0604,0.4877,0.5615,0.3594,0.4131,-43.6466,-46.8118,-45.6315,1.4472,-0.0392,1.0172,219.4099,0.1537,299.0331,-510.2922,-174.8001,175.2548,1162.6624,238.5197,-233.9846,1817.1969,23593151.1368,20318114.5616,25721533.5183,20028932.7609,22102612.5637,23252518.8286,21052066.6421,19120773.7737,67382.6089,-276889.459,18802.5489,1542379.1059,679137.9938,-1075822.2801,7744.9713,-115606.4659,892.6776,859.2965,789.1242,1018.3772,750.8267,836.874,751.3033,593.2781,813.8024,856.0591,678.8421,799.7185,847.7399,455.4306,903.1117,857.3273,1453.6717,1497.1971,1595.3604,1508.8914,1559.4086,1647.2605,1515.0927,1664.3575,1650.0529,1528.4067,1357.5879,1642.0234,1668.6406,1696.2988,1621.7488,1631.8302,168.2755,252.0748,134.9091,-193.5801,-305.5915,-16.5666,-119.0975,124.093,-0.0511,0.0038,0.0526,0.1041,0.0178,-0.0483,-0.023,0.0545,47.1229,47.7936,45.4862,45.2466,46.9181,44.2147,44.3682,47.3833
111,111,53.39939,19.57197,9301.1,327.0,LOT283,0,11.0,45.4071,2.6181,40.2472,50.6548,64.929,2.4049,0.0,0.9836,0.0581,-0.0098,0.1007,0.4016,0.5597,0.435,0.446,-44.8553,-44.3549,-47.6371,-3.3984,-0.0762,0.4458,222.715,-0.043,613.3198,-1202.5096,334.9467,-206.2564,-1926.9118,2737.4365,-2203.0761,-2054.9,21884810.6414,25102856.886,23485665.0954,22617294.8856,21975631.2244,22691648.9275,23927163.2639,22555834.5435,-1557658.4731,739090.9188,-507459.9921,135389.0752,-1420914.6751,621789.6758,1206760.341,692612.4784,741.8848,853.0423,895.1709,823.3475,672.9603,703.5337,977.8569,790.4223,699.1899,771.208,877.1061,798.6429,789.2196,737.0934,656.9778,839.8284,1421.0199,1562.7814,1478.0388,1765.6827,1593.9963,1261.2161,1591.5229,1557.6192,1788.5466,1353.9521,1671.0559,1596.7315,1503.3443,1209.2757,1429.4741,1676.2396,191.3874,-117.9138,-108.8026,-127.4351,-290.15,-83.582,-119.9514,46.0075,-0.0001,0.0271,-0.0194,0.0224,0.0534,-0.1038,-0.0574,0.0254,46.1644,44.6691,45.5037,47.1389,39.9568,45.6267,41.2388,42.1184
112,112,53.41051,19.5594,9304.2,327.0,LOT283,0,10.0,44.6623,2.7441,39.4298,49.7772,71.7124,2.0513,0.0,1.0049,0.05,0.0163,0.122,0.5189,0.6116,0.3954,0.3426,-45.0834,-43.1708,-48.0736,-5.411,-0.358,2.2246,220.6586,-0.0016,2305.591,1404.4157,-1101.9113,-778.531,-1367.9394,472.4573,-1488.6245,850.5813,20784192.2593,24751676.5637,19760405.9714,25587237.7665,22559550.8976,20270542.1006,23540802.3965,20017149.2187,-235707.763,-781679.0055,-696630.2554,1288612.1508,-739555.5465,1074342.8947,859967.7573,-176751.6507,936.2296,704.9329,943.4154,888.953,823.4014,659.608,646.582,716.64,987.9416,759.4844,702.5087,767.4408,724.6212,781.832,822.3308,699.7944,1490.5082,1480.3067,1406.4955,1568.9246,1697.6731,1586.5065,1534.9334,1432.6641,1480.5722,1169.3894,1604.3597,1621.6512,1484.8471,1707.5562,1400.0655,1459.2657,11.4112,-58.7526,42.9482,56.4876,71.8814,-431.2473,-102.0088,444.2531,-0.0273,0.0312,0.0647,-0.1027,0.036,0.0821,0.0618,-0.0404,43.8079,43.2306,46.0758,44.613,44.3549,46.5383,45.9737,48.783
113,113,53.42163,19.54683,9309.2,327.0,LOT283,0,11.0,47.1152,3.0477,43.0784,51.3617,72.1991,2.0713,0.0,1.0286,0.0484,-0.0308,0.1237,0.4393,0.5284,0.4016,0.3702,-46.2198,-46.6497,-47.4773,5.5807,0.0965,2.9586,215.9584,-0.0018,-78.4942,-177.3497,954.7216,-1298.3854,1061.3288,-469.1332,-774.6506,623.1386,21246723.5233,20818395.7474,24198674.1762,23483122.7001,22607076.1412,20170210.69,22314334.2351,23006918.5312,-569015.4861,152820.3704,-1012617.3892,-145459.699,750484.0052,-370384.5854,349416.2784,351740.7603,780.2787,859.1074,752.7676,687.2956,774.547,706.2207,769.3238,853.6836,783.1233,631.6769,649.1625,800.8539,720.0767,684.3824,842.2177,925.9823,1488.7961,1691.5996,1823.9526,1491.7232,1210.6606,1522.0101,1329.1095,1656.7859,1463.7368,1312.258,1429.8128,1715.3936,1404.8703,1334.4576,1582.9251,1795.9297,98.3076,-147.4505,-51.3512,-166.7823,82.2996,-177.1814,-247.641,-88.6718,0.0489,0.0268,0.0268,-0.0189,0.0497,0.0988,0.0982,-0.0135,47.5286,47.3779,47.4631,42.9734,43.7845,43.6501,44.3325,48.1404
114,114,53.43275,19.53427,9316.1,327.0,LOT283,0,12.0,44.9639,3.2421,39.0697,49.083,71.2649,1.9603,0.0,1.0124,0.052,-0.0353,0.0617,0.3575,0.5636,0.3967,0.4411,-44.5298,-46.2266,-46.9009,0.1355,0.5665,1.619,215.6097,-0.0482,1494.8449,502.5408,-621.3875,-1431.9188,1782.649,843.8474,-486.0658,265.2485,20895766.5549,21207603.4366,22126651.3093,23247026.1708,20274942.4682,21276360.7877,23245616.9571,22392261.0432,-591988.9128,1779833.0196,-330094.5728,-992606.2516,527860.9867,1941013.1553,7421.1356,-2188815.7534,747.1122,714.2484,969.7394,644.6684,874.3004,796.9483,713.4701,729.3535,788.5089,841.0787,746.162,769.509,839.8841,887.3018,735.7309,865.797,1574.9289,1418.4569,1465.8697,1597.0591,1477.7831,1517.6623,1595.9159,1482.5014,1385.9191,1255.8674,1442.3266,1371.0162,1395.5603,1359.9122,1367.9746,1512.0462,286.0557,37.9504,-93.8304,-495.1977,-327.0719,263.1937,-70.0322,129.0778,0.0461,-0.0294,-0.0208,0.0111,-0.0162,-0.0407,0.0052,-0.0648,46.0252,46.1614,45.4687,42.1839,43.6861,48.2032,39.9664,46.7359
115,115,53.44387,19.5217,9324.9,327.0,LOT283,0,11.0,45.3347,1.8506,39.3552,51.103,81.7051,1.9339,0.0,0.9886,0.0634,0.0248,0.0837,0.4376,0.5871,0.3874,0.4017,-45.1386,-42.0889,-47.2082,-6.0011,-0.3769,2.1561,228.8598,0.0681,-414.0057,-106.9207,-1340.0713,256.234,1868.564,-2173.9992,148.5739,-1347.2654,20367798.9522,21744828.024,22436120.201,21412700.585,24391933.1537,20516846.4989,25322705.2369,20781440.8578,-740405.8297,-320451.1702,-14642.3663,378059.031,1499596.4997,-26035.1331,-798711.6852,-641860.1734,929.2289,664.4897,741.5702,911.9758,749.3792,910.1621,863.9275,703.864,931.6958,762.1891,632.0358,925.4443,757.7688,864.9713,707.6271,747.456,1639.2532,1396.0911,1582.79,1514.1206,1213.1215,1444.8936,1533.1857,1505.7439,1254.375,1725.6393,1193.6658,1546.6708,1276.987,1339.4516,1535.128,1477.3596,-174.1221,239.3179,343.2951,-326.0098,36.1939,-162.8655,-251.4347,-142.3852,-0.0712,0.008,0.064,0.0486,0.0018,0.0238,-0.043,0.0995,45.7679,41.5331,46.9253,42.0785,44.6813,51.5324,46.2674,44.6661
116,116,53.45499,19.50913,9335.4,327.0,LOT283,0,10.0,45.6529,3.2333,40.8171,51.418,73.7306,2.2413,0.0,0.9797,0.065,0.0101,0.1029,0.4178,0.5481,0.4261,0.3855,-45.0798,-46.0899,-48.8404,-1.5136,0.0512,0.8745,217.1419,0.2824,3524.1233,-827.7949,1936.8429,-3119.137,-2737.4031,216.4043,1809.901,-153.1876,20727570.4565,19413983.7191,20362972.8421,22126921.3432,22950432.0962,22474076.4035,20476106.9233,23460095.8947,-881906.8259,1836272.4043,-740930.7125,236354.7448,271509.0732,992561.0112,-1151938.7252,-575058.8853,900.7255,720.4571,777.2896,737.3372,724.695,687.7027,863.2547,849.9294,770.3669,882.1692,660.7241,670.2062,725.4196,857.8227,864.8353,894.3189,1599.8798,1701.259,1520.4761,1459.7337,1642.4088,1460.9246,1559.1058,1585.9401,1664.8053,1561.3421,1484.8301,1506.6743,1734.1658,1475.224,1195.5229,1464.5332,-50.4835,93.392,-430.0706,-548.4271,-52.3408,382.1871,175.5699,125.1291,0.0739,0.0516,0.0288,-0.083,-0.0478,-0.0396,0.0033,0.0327,44.4257,45.9172,46.1228,44.3625,46.0307,50.4312,43.1221,42.2219
117,117,53.46611,19.49656,9347.6,327.0,LOT283,0,11.0,43.7739,2.7037,38.8295,49.5908,80.24,2.1133,0.0,1.0173,0.0603,0.0109,0.1077,0.4348,0.5734,0.4049,0.4272,-44.0889,-47.0285,-48.1518,-4.2113,-0.1031,0.3034,217.8412,0.0152,1560.3071,-676.7344,671.7566,1169.4001,162.3558,-4224.0181,947.3021,861.6828,21381267.921,24083594.566,23560508.9031,21783502.096,23115449.5655,21096829.0242,20689433.476,23369804.8188,36435.5195,172293.7652,1817414.8574,1257338.4444,2233369.527,2230012.472,-989445.5532,-1834720.1028,783.5841,465.1919,920.0333,867.603,850.9635,895.2151,926.3056,861.1842,731.0411,839.9383,843.89,745.3587,893.7587,862.6475,756.9749,832.4891,1506.1447,1357.4125,1535.49,1643.8623,1496.268,1361.7325,1442.1952,1524.9507,1519.6066,1718.7796,1544.2839,1541.1255,1468.5037,1679.7324,1620.7908,1641.0943,235.7247,88.7996,-78.1966,-358.0391,-97.8822,98.3021,268.9062,-147.1677,0.0866,-0.03,-0.19,0.0168,-0.0284,-0.0128,-0.0138,-0.0283,41.7005,46.1572,44.1431,42.744,46.3742,46.099,44.9651,46.4639
118,118,53.47723,19.48399,9361.3,327.0,LOT283,0,12.0,45.6227,2.1364,39.8097,51.1581,69.4792,1.7036,0.0,1.0089,0.0507,-0.0011,0.0681,0.4645,0.6994,0.415,0.3395,-42.944,-45.8718,-48.302,-2.8371,-0.05,0.8752,220.873,-0.3354,-926.5672,2161.5746,1406.1028,2962.0424,722.6875,1101.7257,-925.2057,3121.562,20279143.3451,21040710.6982,20384658.1119,24417786.8508,23361981.2736,19487639.8532,20719746.1301,23583621.0394,-738782.2113,-394908.9815,-3207998.9263,-1496650.1388,983847.9979,43700.4971,543603.313,-914904.476,745.1682,865.8264,910.9578,817.0898,808.8185,808.6588,827.4613,774.1112,789.9407,601.4696,872.5335,714.6391,917.6027,933.9548,910.9867,886.0978,1369.6562,1635.5965,1627.4648,1523.5957,1468.2458,1690.8003,1303.4227,1410.8376,1368.6653,1642.7261,1556.8198,1381.2751,1508.3296,1036.498,1747.3542,1660.9962,-151.7775,-138.2173,-115.3313,16.4941,26.2829,-71.9262,19.7476,87.4886,0.0953,0.0416,0.042,-0.0139,0.0145,0.0113,-0.0117,0.0096,46.9383,44.7041,47.2125,45.634,43.783,49.692,46.816,43.9275
