tick,icao24,callsign,origin_country,lat,lon,alt,velocity,true_track,vertical_rate,on_ground,is_anomaly,anomaly_kind,f_lat,f_lon,f_alt,f_velocity,f_true_track,f_vertical_rate,f_lat_delta,f_lon_delta,f_speed_delta,f_heading_delta,f_nic,f_nac_v,f_nac_p,f_trajectory_smoothness,f_altitude_jitter,f_callsign_country_match,traj_0_0,traj_0_1,traj_0_2,traj_0_3,traj_0_4,traj_1_0,traj_1_1,traj_1_2,traj_1_3,traj_1_4,traj_2_0,traj_2_1,traj_2_2,traj_2_3,traj_2_4,traj_3_0,traj_3_1,traj_3_2,traj_3_3,traj_3_4,traj_4_0,traj_4_1,traj_4_2,traj_4_3,traj_4_4,traj_5_0,traj_5_1,traj_5_2,traj_5_3,traj_5_4,traj_6_0,traj_6_1,traj_6_2,traj_6_3,traj_6_4,traj_7_0,traj_7_1,traj_7_2,traj_7_3,traj_7_4,traj_8_0,traj_8_1,traj_8_2,traj_8_3,traj_8_4,traj_9_0,traj_9_1,traj_9_2,traj_9_3,traj_9_4,traj_10_0,traj_10_1,traj_10_2,traj_10_3,traj_10_4,traj_11_0,traj_11_1,traj_11_2,traj_11_3,traj_11_4,traj_12_0,traj_12_1,traj_12_2,traj_12_3,traj_12_4,traj_13_0,traj_13_1,traj_13_2,traj_13_3,traj_13_4,traj_14_0,traj_14_1,traj_14_2,traj_14_3,traj_14_4,traj_15_0,traj_15_1,traj_15_2,traj_15_3,traj_15_4
13,4ac9b0,SAS2HK,Sweden,55.47922,17.06351,10529.3,220,120,0.0,0,0,,55.4792,17.0635,10529.2621,220.0,120.0,0.1524,0.3167,0.0225,-0.215,-0.1354,8.0,9.0,9.0,0.9191,0.2513,1.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.497,17.0091,10500.7965,220.0,120.0,55.4955,17.0136,10509.0516,220.0,120.0,55.4941,17.0181,10511.961,220.0,120.0,55.4926,17.0227,10511.709,220.0,120.0,55.4911,17.0272,10516.9516,220.0,120.0,55.4896,17.0318,10515.4261,220.0,120.0,55.4881,17.0363,10518.5888,220.0,120.0,55.4866,17.0408,10517.7392,220.0,120.0,55.4852,17.0454,10519.1131,220.0,120.0,55.4837,17.0499,10517.5994,220.0,120.0,55.4822,17.0544,10519.3812,220.0,120.0,55.4807,17.059,10518.7545,220.0,120.0,55.4792,17.0635,10529.2621,220.0,120.0
13,3917a3,AFR1219,France,50.9632,14.53375,10999.0,225,150,0.0,0,0,,50.9632,14.5337,10998.9801,225.0,150.0,-0.606,-0.0674,-0.3161,-0.1299,-0.04,8.0,9.0,9.0,0.9088,0.4031,1.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9947,14.5048,11008.957,225.0,150.0,50.9921,14.5072,11014.848,225.0,150.0,50.9895,14.5096,11020.9104,225.0,150.0,50.9869,14.5121,11018.1151,225.0,150.0,50.9842,14.5145,11014.7934,225.0,150.0,50.9816,14.5169,11011.8421,225.0,150.0,50.979,14.5193,11014.3764,225.0,150.0,50.9763,14.5217,11006.3077,225.0,150.0,50.9737,14.5241,11003.5056,225.0,150.0,50.9711,14.5265,10999.3987,225.0,150.0,50.9685,14.5289,11000.7664,225.0,150.0,50.9658,14.5313,11002.6689,225.0,150.0,50.9632,14.5337,10998.9801,225.0,150.0
13,46b8c1,FIN6KP,Finland,55.96184,20.97518,9995.3,215,200,0.0,0,0,,55.9618,20.9752,9995.3167,215.0,200.0,0.3392,-0.241,0.2813,0.2458,0.1513,8.0,9.0,9.0,0.9125,0.3845,1.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9945,20.9965,9995.8111,215.0,200.0,55.9918,20.9947,10003.383,215.0,200.0,55.9891,20.9929,9994.0331,215.0,200.0,55.9864,20.9911,9993.1549,215.0,200.0,55.9836,20.9894,9993.4739,215.0,200.0,55.9809,20.9876,9996.8126,215.0,200.0,55.9782,20.9858,10000.2242,215.0,200.0,55.9755,20.984,10003.7337,215.0,200.0,55.9727,20.9823,10009.5666,215.0,200.0,55.97,20.9805,10004.5543,215.0,200.0,55.9673,20.9787,10001.9134,215.0,200.0,55.9646,20.977,10003.6777,215.0,200.0,55.9618,20.9752,9995.3167,215.0,200.0
13,4ca8e0,RYR3LM,Ireland,53.67809,19.73592,11214.3,232,240,0.0,0,0,,53.6781,19.7359,11214.3124,232.0,240.0,-0.974,-0.116,-0.1116,-0.2149,-0.0474,8.0,9.0,9.0,0.9533,0.3639,1.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6969,19.7908,11192.7263,232.0,240.0,53.6953,19.7863,11191.9652,232.0,240.0,53.6937,19.7817,11202.5633,232.0,240.0,53.6922,19.7771,11205.8288,232.0,240.0,53.6906,19.7725,11204.7054,232.0,240.0,53.689,19.768,11207.8669,232.0,240.0,53.6875,19.7634,11206.2442,232.0,240.0,53.6859,19.7588,11208.8142,232.0,240.0,53.6844,19.7542,11209.5716,232.0,240.0,53.6828,19.7497,11215.3791,232.0,240.0,53.6812,19.7451,11212.1034,232.0,240.0,53.6797,19.7405,11214.0849,232.0,240.0,53.6781,19.7359,11214.3124,232.0,240.0
13,478129,WZZ2BV,Hungary,51.70721,22.43397,10806.1,220,280,0.0,0,0,,51.7072,22.434,10806.1204,220.0,280.0,1.4693,-0.2786,0.2967,-0.002,0.2496,8.0,9.0,9.0,0.9229,0.4625,1.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.701,22.4906,10800.7466,220.0,280.0,51.7015,22.4859,10798.7627,220.0,280.0,51.7021,22.4811,10798.6059,220.0,280.0,51.7026,22.4764,10802.5855,220.0,280.0,51.7031,22.4717,10801.6625,220.0,280.0,51.7036,22.467,10793.7047,220.0,280.0,51.7041,22.4623,10798.2848,220.0,280.0,51.7046,22.4576,10795.9476,220.0,280.0,51.7052,22.4528,10800.13,220.0,280.0,51.7057,22.4481,10802.8848,220.0,280.0,51.7062,22.4434,10804.4205,220.0,280.0,51.7067,22.4387,10801.6609,220.0,280.0,51.7072,22.434,10806.1204,220.0,280.0
13,4ba8c2,TAR9FX,Turkey,52.2,23.42451,9474.4,245,270,0.0,0,0,,52.2,23.4245,9474.4279,245.0,270.0,0.5076,0.3061,0.0643,0.234,-0.1038,8.0,9.0,9.0,0.8871,0.386,1.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4892,9503.8774,245.0,270.0,52.2,23.4838,9503.0124,245.0,270.0,52.2,23.4784,9501.755,245.0,270.0,52.2,23.473,9495.7636,245.0,270.0,52.2,23.4676,9493.3702,245.0,270.0,52.2,23.4623,9486.2022,245.0,270.0,52.2,23.4569,9478.823,245.0,270.0,52.2,23.4515,9482.7513,245.0,270.0,52.2,23.4461,9482.2445,245.0,270.0,52.2,23.4407,9480.0533,245.0,270.0,52.2,23.4353,9469.99,245.0,270.0,52.2,23.4299,9471.2871,245.0,270.0,52.2,23.4245,9474.4279,245.0,270.0
13,4cab4c,EZY42AC,United Kingdom,54.59219,17.57641,11825.8,238,100,0.0,0,0,,54.5922,17.5764,11825.8325,238.0,100.0,-2.5532,-0.2202,-0.0315,-0.2505,-0.0385,8.0,9.0,9.0,0.9017,0.2399,1.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5989,17.5109,11801.3366,238.0,100.0,54.5983,17.5164,11805.9693,238.0,100.0,54.5978,17.5218,11802.1611,238.0,100.0,54.5972,17.5273,11798.4854,238.0,100.0,54.5967,17.5327,11796.089,238.0,100.0,54.5961,17.5382,11794.5686,238.0,100.0,54.5955,17.5437,11790.4547,238.0,100.0,54.595,17.5491,11798.865,238.0,100.0,54.5944,17.5546,11810.8187,238.0,100.0,54.5939,17.56,11824.6238,238.0,100.0,54.5933,17.5655,11815.7577,238.0,100.0,54.5928,17.5709,11826.637,238.0,100.0,54.5922,17.5764,11825.8325,238.0,100.0
14,4ca87b,RYR2KE,Ireland,56.9,17.08065,8982.8,230,90,0.0,0,1,teleport,56.9,17.0807,8982.7869,880.0,90.0,-0.1801,2.5,-1.5,0.0043,-0.2345,0.0,9.0,9.0,0.05,4.0,1.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5107,11008.833,230.0,90.0,54.4,18.516,10997.8257,230.0,90.0,54.4,18.5213,11002.6947,230.0,90.0,54.4,18.5266,11004.9404,230.0,90.0,54.4,18.532,11012.3005,230.0,90.0,54.4,18.5373,11012.0288,230.0,90.0,54.4,18.5426,11004.8941,230.0,90.0,54.4,18.548,11001.9124,230.0,90.0,54.4,18.5533,11002.2614,230.0,90.0,54.4,18.5586,10997.4192,230.0,90.0,54.4,18.564,10983.6343,230.0,90.0,54.4,18.5693,10989.9242,230.0,90.0,56.9,17.075,8987.3277,230.0,90.0,56.9,17.0807,8982.7869,230.0,90.0
14,471f8b,LOT283,Poland,52.5341,20.85298,9477.2,220,320,0.0,0,0,,52.5341,20.853,9477.1546,220.0,320.0,-0.0859,0.0118,-0.1021,0.2706,-0.0931,8.0,9.0,9.0,0.8741,0.4913,1.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5045,20.8937,9493.1974,220.0,320.0,52.5068,20.8906,9489.3573,220.0,320.0,52.5091,20.8875,9488.5163,220.0,320.0,52.5114,20.8843,9483.218,220.0,320.0,52.5136,20.8812,9481.6233,220.0,320.0,52.5159,20.8781,9482.3685,220.0,320.0,52.5182,20.8749,9473.9412,220.0,320.0,52.5205,20.8718,9482.7709,220.0,320.0,52.5227,20.8687,9478.2254,220.0,320.0,52.525,20.8655,9481.9621,220.0,320.0,52.5273,20.8624,9482.5013,220.0,320.0,52.5296,20.8592,9482.8421,220.0,320.0,52.5318,20.8561,9484.9693,220.0,320.0,52.5341,20.853,9477.1546,220.0,320.0
14,3c6589,DLH4ZW,Germany,56.00843,13.0811,9517.9,240,80,0.0,0,1,teleport,56.0084,13.0811,9517.8974,880.0,80.0,-0.452,2.5,-1.5,-0.1433,0.5042,0.0,9.0,9.0,0.05,4.0,1.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5011,14.5107,11500.4783,240.0,80.0,53.5017,14.5161,11503.9733,240.0,80.0,53.5022,14.5214,11502.8136,240.0,80.0,53.5028,14.5268,11508.829,240.0,80.0,53.5034,14.5322,11510.2463,240.0,80.0,53.5039,14.5375,11518.2522,240.0,80.0,53.5045,14.5429,11515.2371,240.0,80.0,53.5051,14.5482,11511.0656,240.0,80.0,53.5056,14.5536,11503.5715,240.0,80.0,53.5062,14.559,11508.4515,240.0,80.0,53.5067,14.5643,11515.774,240.0,80.0,53.5073,14.5697,11512.9339,240.0,80.0,56.0079,13.0754,9517.2424,240.0,80.0,56.0084,13.0811,9517.8974,240.0,80.0
14,4b1805,SWR12X,Switzerland,52.75532,17.97311,10789.6,235,200,0.0,0,0,,52.7553,17.9731,10789.6128,235.0,200.0,0.7336,-0.0368,-0.2462,0.3944,-0.0008,8.0,9.0,9.0,0.9135,0.5094,1.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.794,17.9964,10808.1751,235.0,200.0,52.7911,17.9946,10809.5207,235.0,200.0,52.7881,17.9928,10807.1715,235.0,200.0,52.7851,17.991,10811.1131,235.0,200.0,52.7821,17.9892,10814.259,235.0,200.0,52.7791,17.9875,10812.4779,235.0,200.0,52.7762,17.9857,10807.9493,235.0,200.0,52.7732,17.9839,10805.5277,235.0,200.0,52.7702,17.9821,10801.1052,235.0,200.0,52.7672,17.9803,10806.1878,235.0,200.0,52.7643,17.9785,10800.0278,235.0,200.0,52.7613,17.9767,10794.1354,235.0,200.0,52.7583,17.9749,10789.3978,235.0,200.0,52.7553,17.9731,10789.6128,235.0,200.0
14,440048,BAW893,United Kingdom,53.02529,16.07282,11978.9,250,60,0.0,0,0,,53.0253,16.0728,11978.8702,250.0,60.0,0.2513,0.2042,0.2307,-0.1653,0.0516,8.0,9.0,9.0,0.9154,0.4341,1.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0034,16.0097,11996.6066,250.0,60.0,53.0051,16.0146,11991.2004,250.0,60.0,53.0067,16.0194,11988.8007,250.0,60.0,53.0084,16.0243,11981.3888,250.0,60.0,53.0101,16.0291,11982.6258,250.0,60.0,53.0118,16.034,11985.7368,250.0,60.0,53.0135,16.0388,11986.0791,250.0,60.0,53.0152,16.0437,11985.7983,250.0,60.0,53.0169,16.0485,11989.7281,250.0,60.0,53.0185,16.0534,11988.8821,250.0,60.0,53.0202,16.0583,11992.7713,250.0,60.0,53.0219,16.0631,11988.0674,250.0,60.0,53.0236,16.068,11984.4197,250.0,60.0,53.0253,16.0728,11978.8702,250.0,60.0
14,4ac9b0,SAS2HK,Sweden,55.47774,17.06804,10527.5,220,120,0.0,0,0,,55.4777,17.068,10527.4616,220.0,120.0,-0.2608,0.4138,-0.2032,-0.0076,-0.0068,8.0,9.0,9.0,0.9158,0.3917,1.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.497,17.0091,10500.7965,220.0,120.0,55.4955,17.0136,10509.0516,220.0,120.0,55.4941,17.0181,10511.961,220.0,120.0,55.4926,17.0227,10511.709,220.0,120.0,55.4911,17.0272,10516.9516,220.0,120.0,55.4896,17.0318,10515.4261,220.0,120.0,55.4881,17.0363,10518.5888,220.0,120.0,55.4866,17.0408,10517.7392,220.0,120.0,55.4852,17.0454,10519.1131,220.0,120.0,55.4837,17.0499,10517.5994,220.0,120.0,55.4822,17.0544,10519.3812,220.0,120.0,55.4807,17.059,10518.7545,220.0,120.0,55.4792,17.0635,10529.2621,220.0,120.0,55.4777,17.068,10527.4616,220.0,120.0
14,3917a3,AFR1219,France,50.96057,14.53616,11006.8,225,150,0.0,0,0,,50.9606,14.5362,11006.8241,225.0,150.0,-0.0988,0.2424,0.0686,-0.0446,-0.148,8.0,9.0,9.0,0.9631,0.4302,1.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9947,14.5048,11008.957,225.0,150.0,50.9921,14.5072,11014.848,225.0,150.0,50.9895,14.5096,11020.9104,225.0,150.0,50.9869,14.5121,11018.1151,225.0,150.0,50.9842,14.5145,11014.7934,225.0,150.0,50.9816,14.5169,11011.8421,225.0,150.0,50.979,14.5193,11014.3764,225.0,150.0,50.9763,14.5217,11006.3077,225.0,150.0,50.9737,14.5241,11003.5056,225.0,150.0,50.9711,14.5265,10999.3987,225.0,150.0,50.9685,14.5289,11000.7664,225.0,150.0,50.9658,14.5313,11002.6689,225.0,150.0,50.9632,14.5337,10998.9801,225.0,150.0,50.9606,14.5362,11006.8241,225.0,150.0
14,46b8c1,FIN6KP,Finland,55.95912,20.97341,9991.5,215,200,0.0,0,0,,55.9591,20.9734,9991.4624,215.0,200.0,-0.6346,0.3809,-0.3478,-0.097,0.0331,8.0,9.0,9.0,0.9348,0.2603,1.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9945,20.9965,9995.8111,215.0,200.0,55.9918,20.9947,10003.383,215.0,200.0,55.9891,20.9929,9994.0331,215.0,200.0,55.9864,20.9911,9993.1549,215.0,200.0,55.9836,20.9894,9993.4739,215.0,200.0,55.9809,20.9876,9996.8126,215.0,200.0,55.9782,20.9858,10000.2242,215.0,200.0,55.9755,20.984,10003.7337,215.0,200.0,55.9727,20.9823,10009.5666,215.0,200.0,55.97,20.9805,10004.5543,215.0,200.0,55.9673,20.9787,10001.9134,215.0,200.0,55.9646,20.977,10003.6777,215.0,200.0,55.9618,20.9752,9995.3167,215.0,200.0,55.9591,20.9734,9991.4624,215.0,200.0
14,4ca8e0,RYR3LM,Ireland,53.67653,19.73135,11216.6,232,240,0.0,0,0,,53.6765,19.7313,11216.6061,232.0,240.0,0.0733,-0.0304,-0.1713,-0.1725,-0.439,8.0,9.0,9.0,0.912,0.267,1.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6969,19.7908,11192.7263,232.0,240.0,53.6953,19.7863,11191.9652,232.0,240.0,53.6937,19.7817,11202.5633,232.0,240.0,53.6922,19.7771,11205.8288,232.0,240.0,53.6906,19.7725,11204.7054,232.0,240.0,53.689,19.768,11207.8669,232.0,240.0,53.6875,19.7634,11206.2442,232.0,240.0,53.6859,19.7588,11208.8142,232.0,240.0,53.6844,19.7542,11209.5716,232.0,240.0,53.6828,19.7497,11215.3791,232.0,240.0,53.6812,19.7451,11212.1034,232.0,240.0,53.6797,19.7405,11214.0849,232.0,240.0,53.6781,19.7359,11214.3124,232.0,240.0,53.6765,19.7313,11216.6061,232.0,240.0
14,478129,WZZ2BV,Hungary,51.70773,22.42926,10812.7,220,280,0.0,0,0,,51.7077,22.4293,10812.6874,220.0,280.0,-0.4848,0.1907,-0.0534,-0.1879,0.1494,8.0,9.0,9.0,0.923,0.266,1.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.701,22.4906,10800.7466,220.0,280.0,51.7015,22.4859,10798.7627,220.0,280.0,51.7021,22.4811,10798.6059,220.0,280.0,51.7026,22.4764,10802.5855,220.0,280.0,51.7031,22.4717,10801.6625,220.0,280.0,51.7036,22.467,10793.7047,220.0,280.0,51.7041,22.4623,10798.2848,220.0,280.0,51.7046,22.4576,10795.9476,220.0,280.0,51.7052,22.4528,10800.13,220.0,280.0,51.7057,22.4481,10802.8848,220.0,280.0,51.7062,22.4434,10804.4205,220.0,280.0,51.7067,22.4387,10801.6609,220.0,280.0,51.7072,22.434,10806.1204,220.0,280.0,51.7077,22.4293,10812.6874,220.0,280.0
14,4ba8c2,TAR9FX,Turkey,52.2,23.41911,9473.0,245,270,0.0,0,0,,52.2,23.4191,9473.043,245.0,270.0,0.5729,0.244,-0.1642,0.125,0.2742,8.0,9.0,9.0,0.9469,0.4534,1.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4892,9503.8774,245.0,270.0,52.2,23.4838,9503.0124,245.0,270.0,52.2,23.4784,9501.755,245.0,270.0,52.2,23.473,9495.7636,245.0,270.0,52.2,23.4676,9493.3702,245.0,270.0,52.2,23.4623,9486.2022,245.0,270.0,52.2,23.4569,9478.823,245.0,270.0,52.2,23.4515,9482.7513,245.0,270.0,52.2,23.4461,9482.2445,245.0,270.0,52.2,23.4407,9480.0533,245.0,270.0,52.2,23.4353,9469.99,245.0,270.0,52.2,23.4299,9471.2871,245.0,270.0,52.2,23.4245,9474.4279,245.0,270.0,52.2,23.4191,9473.043,245.0,270.0
14,4cab4c,EZY42AC,United Kingdom,54.59164,17.58186,11817.5,238,100,0.0,0,0,,54.5916,17.5819,11817.4721,238.0,100.0,-0.1044,-0.2745,0.35,0.2855,0.0508,8.0,9.0,9.0,0.9065,0.588,1.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5989,17.5109,11801.3366,238.0,100.0,54.5983,17.5164,11805.9693,238.0,100.0,54.5978,17.5218,11802.1611,238.0,100.0,54.5972,17.5273,11798.4854,238.0,100.0,54.5967,17.5327,11796.089,238.0,100.0,54.5961,17.5382,11794.5686,238.0,100.0,54.5955,17.5437,11790.4547,238.0,100.0,54.595,17.5491,11798.865,238.0,100.0,54.5944,17.5546,11810.8187,238.0,100.0,54.5939,17.56,11824.6238,238.0,100.0,54.5933,17.5655,11815.7577,238.0,100.0,54.5928,17.5709,11826.637,238.0,100.0,54.5922,17.5764,11825.8325,238.0,100.0,54.5916,17.5819,11817.4721,238.0,100.0
15,4ca87b,RYR2KE,Ireland,56.9,17.08633,8993.4,230,90,0.0,0,1,teleport,56.9,17.0863,8993.4338,880.0,90.0,-1.1929,2.5,-1.5,-0.512,-0.0684,0.0,9.0,9.0,0.05,4.0,1.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5107,11008.833,230.0,90.0,54.4,18.516,10997.8257,230.0,90.0,54.4,18.5213,11002.6947,230.0,90.0,54.4,18.5266,11004.9404,230.0,90.0,54.4,18.532,11012.3005,230.0,90.0,54.4,18.5373,11012.0288,230.0,90.0,54.4,18.5426,11004.8941,230.0,90.0,54.4,18.548,11001.9124,230.0,90.0,54.4,18.5533,11002.2614,230.0,90.0,54.4,18.5586,10997.4192,230.0,90.0,54.4,18.564,10983.6343,230.0,90.0,54.4,18.5693,10989.9242,230.0,90.0,56.9,17.075,8987.3277,230.0,90.0,56.9,17.0807,8982.7869,230.0,90.0,56.9,17.0863,8993.4338,230.0,90.0
15,471f8b,LOT283,Poland,52.53637,20.84984,9480.9,220,320,0.0,0,0,,52.5364,20.8498,9480.9137,220.0,320.0,-1.0729,0.1518,-0.1415,0.0435,0.1821,8.0,9.0,9.0,0.9398,0.4615,1.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5045,20.8937,9493.1974,220.0,320.0,52.5068,20.8906,9489.3573,220.0,320.0,52.5091,20.8875,9488.5163,220.0,320.0,52.5114,20.8843,9483.218,220.0,320.0,52.5136,20.8812,9481.6233,220.0,320.0,52.5159,20.8781,9482.3685,220.0,320.0,52.5182,20.8749,9473.9412,220.0,320.0,52.5205,20.8718,9482.7709,220.0,320.0,52.5227,20.8687,9478.2254,220.0,320.0,52.525,20.8655,9481.9621,220.0,320.0,52.5273,20.8624,9482.5013,220.0,320.0,52.5296,20.8592,9482.8421,220.0,320.0,52.5318,20.8561,9484.9693,220.0,320.0,52.5341,20.853,9477.1546,220.0,320.0,52.5364,20.8498,9480.9137,220.0,320.0
15,3c6589,DLH4ZW,Germany,56.00899,13.0868,9518.4,240,80,0.0,0,1,teleport,56.009,13.0868,9518.3979,880.0,80.0,0.9868,2.5,-1.5,0.2244,-0.3219,0.0,9.0,9.0,0.05,4.0,1.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5011,14.5107,11500.4783,240.0,80.0,53.5017,14.5161,11503.9733,240.0,80.0,53.5022,14.5214,11502.8136,240.0,80.0,53.5028,14.5268,11508.829,240.0,80.0,53.5034,14.5322,11510.2463,240.0,80.0,53.5039,14.5375,11518.2522,240.0,80.0,53.5045,14.5429,11515.2371,240.0,80.0,53.5051,14.5482,11511.0656,240.0,80.0,53.5056,14.5536,11503.5715,240.0,80.0,53.5062,14.559,11508.4515,240.0,80.0,53.5067,14.5643,11515.774,240.0,80.0,53.5073,14.5697,11512.9339,240.0,80.0,56.0079,13.0754,9517.2424,240.0,80.0,56.0084,13.0811,9517.8974,240.0,80.0,56.009,13.0868,9518.3979,240.0,80.0
15,4b1805,SWR12X,Switzerland,52.75234,17.97132,10792.2,235,200,0.0,0,0,,52.7523,17.9713,10792.2007,235.0,200.0,1.4376,-0.1213,0.1661,-0.2028,-0.3201,8.0,9.0,9.0,0.9201,0.3003,1.0,52.797,17.9982,10802.8027,235.0,200.0,52.794,17.9964,10808.1751,235.0,200.0,52.7911,17.9946,10809.5207,235.0,200.0,52.7881,17.9928,10807.1715,235.0,200.0,52.7851,17.991,10811.1131,235.0,200.0,52.7821,17.9892,10814.259,235.0,200.0,52.7791,17.9875,10812.4779,235.0,200.0,52.7762,17.9857,10807.9493,235.0,200.0,52.7732,17.9839,10805.5277,235.0,200.0,52.7702,17.9821,10801.1052,235.0,200.0,52.7672,17.9803,10806.1878,235.0,200.0,52.7643,17.9785,10800.0278,235.0,200.0,52.7613,17.9767,10794.1354,235.0,200.0,52.7583,17.9749,10789.3978,235.0,200.0,52.7553,17.9731,10789.6128,235.0,200.0,52.7523,17.9713,10792.2007,235.0,200.0
15,440048,BAW893,United Kingdom,53.02698,16.07767,11977.9,250,60,0.0,0,0,,53.027,16.0777,11977.8975,250.0,60.0,1.8146,-0.1062,-0.04,0.0174,0.0926,8.0,9.0,9.0,0.9164,0.4462,1.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0034,16.0097,11996.6066,250.0,60.0,53.0051,16.0146,11991.2004,250.0,60.0,53.0067,16.0194,11988.8007,250.0,60.0,53.0084,16.0243,11981.3888,250.0,60.0,53.0101,16.0291,11982.6258,250.0,60.0,53.0118,16.034,11985.7368,250.0,60.0,53.0135,16.0388,11986.0791,250.0,60.0,53.0152,16.0437,11985.7983,250.0,60.0,53.0169,16.0485,11989.7281,250.0,60.0,53.0185,16.0534,11988.8821,250.0,60.0,53.0202,16.0583,11992.7713,250.0,60.0,53.0219,16.0631,11988.0674,250.0,60.0,53.0236,16.068,11984.4197,250.0,60.0,53.0253,16.0728,11978.8702,250.0,60.0,53.027,16.0777,11977.8975,250.0,60.0
15,4ac9b0,SAS2HK,Sweden,55.47626,17.07258,10523.4,220,120,0.0,0,0,,55.4763,17.0726,10523.3893,220.0,120.0,0.3744,-0.0659,-0.2053,-0.2228,-0.0858,8.0,9.0,9.0,0.8949,0.3128,1.0,55.4985,17.0045,10502.0686,220.0,120.0,55.497,17.0091,10500.7965,220.0,120.0,55.4955,17.0136,10509.0516,220.0,120.0,55.4941,17.0181,10511.961,220.0,120.0,55.4926,17.0227,10511.709,220.0,120.0,55.4911,17.0272,10516.9516,220.0,120.0,55.4896,17.0318,10515.4261,220.0,120.0,55.4881,17.0363,10518.5888,220.0,120.0,55.4866,17.0408,10517.7392,220.0,120.0,55.4852,17.0454,10519.1131,220.0,120.0,55.4837,17.0499,10517.5994,220.0,120.0,55.4822,17.0544,10519.3812,220.0,120.0,55.4807,17.059,10518.7545,220.0,120.0,55.4792,17.0635,10529.2621,220.0,120.0,55.4777,17.068,10527.4616,220.0,120.0,55.4763,17.0726,10523.3893,220.0,120.0
15,3917a3,AFR1219,France,50.95794,14.53857,11005.1,225,150,0.0,0,0,,50.9579,14.5386,11005.088,225.0,150.0,0.1176,0.0904,0.1758,-0.3755,-0.1153,8.0,9.0,9.0,0.9092,0.3997,1.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9947,14.5048,11008.957,225.0,150.0,50.9921,14.5072,11014.848,225.0,150.0,50.9895,14.5096,11020.9104,225.0,150.0,50.9869,14.5121,11018.1151,225.0,150.0,50.9842,14.5145,11014.7934,225.0,150.0,50.9816,14.5169,11011.8421,225.0,150.0,50.979,14.5193,11014.3764,225.0,150.0,50.9763,14.5217,11006.3077,225.0,150.0,50.9737,14.5241,11003.5056,225.0,150.0,50.9711,14.5265,10999.3987,225.0,150.0,50.9685,14.5289,11000.7664,225.0,150.0,50.9658,14.5313,11002.6689,225.0,150.0,50.9632,14.5337,10998.9801,225.0,150.0,50.9606,14.5362,11006.8241,225.0,150.0,50.9579,14.5386,11005.088,225.0,150.0
