tick,t_int,lat,lon,alt,heading,callsign,is_attack,n_sv,cn0_mean,cn0_std,cn0_min,cn0_max,doppler_std,pseudorange_std,error_flag_any,sqm_peak_mean,sqm_peak_std,sqm_asym_mean,sqm_asym_max,sqm_sec_peak_mean,sqm_sec_peak_max,sqm_left_5_mean,sqm_right_5_mean,power_2MHz,power_4MHz,power_8MHz,clock_error_m,clock_drift_mps,position_drift_m,speed_ecef,clock_error_d_dt,Carrier_Doppler_hz_ch0,Carrier_Doppler_hz_ch1,Carrier_Doppler_hz_ch2,Carrier_Doppler_hz_ch3,Carrier_Doppler_hz_ch4,Carrier_Doppler_hz_ch5,Carrier_Doppler_hz_ch6,Carrier_Doppler_hz_ch7,Pseudorange_m_ch0,Pseudorange_m_ch1,Pseudorange_m_ch2,Pseudorange_m_ch3,Pseudorange_m_ch4,Pseudorange_m_ch5,Pseudorange_m_ch6,Pseudorange_m_ch7,Carrier_phase_cycles_ch0,Carrier_phase_cycles_ch1,Carrier_phase_cycles_ch2,Carrier_phase_cycles_ch3,Carrier_phase_cycles_ch4,Carrier_phase_cycles_ch5,Carrier_phase_cycles_ch6,Carrier_phase_cycles_ch7,EC_ch0,EC_ch1,EC_ch2,EC_ch3,EC_ch4,EC_ch5,EC_ch6,EC_ch7,LC_ch0,LC_ch1,LC_ch2,LC_ch3,LC_ch4,LC_ch5,LC_ch6,LC_ch7,PC_ch0,PC_ch1,PC_ch2,PC_ch3,PC_ch4,PC_ch5,PC_ch6,PC_ch7,PIP_ch0,PIP_ch1,PIP_ch2,PIP_ch3,PIP_ch4,PIP_ch5,PIP_ch6,PIP_ch7,PQP_ch0,PQP_ch1,PQP_ch2,PQP_ch3,PQP_ch4,PQP_ch5,PQP_ch6,PQP_ch7,TCD_ch0,TCD_ch1,TCD_ch2,TCD_ch3,TCD_ch4,TCD_ch5,TCD_ch6,TCD_ch7,CN0_ch0,CN0_ch1,CN0_ch2,CN0_ch3,CN0_ch4,CN0_ch5,CN0_ch6,CN0_ch7
100,100,53.27706,19.71022,9391.2,327.0,LOT283,1,9.0,45.6858,2.3964,39.9917,50.4451,55.0761,1.7942,0.0,1.0352,0.063,0.0017,0.1115,0.4135,0.6111,0.4107,0.4038,-47.201,-47.4299,-46.0868,5.4974,-0.236,3.2129,217.3158,-0.0125,-1183.0937,927.0027,213.2597,1497.6762,1847.5932,2991.212,-1753.1498,195.8331,21268334.1558,23844457.9605,21551392.5103,24043815.2756,22627192.4151,20717712.8812,21035083.5861,24129707.4141,-617570.3022,-1238033.1537,57569.9548,1550463.6622,586023.448,-1170904.3523,-225816.1082,597279.798,929.5691,538.0342,775.8496,727.5229,805.663,697.9434,852.9595,945.8513,905.893,789.2877,852.6192,942.5667,791.9664,866.6911,788.2592,780.2136,1678.7307,1358.6619,1438.1276,1283.942,1489.1043,1627.8074,1480.2745,1541.9717,1375.4051,1836.7115,1566.9605,1544.1977,1423.1506,1698.1428,1505.9068,1528.1587,117.7581,-22.3495,-294.12,-78.9362,105.9128,-164.7185,-532.9479,107.3024,0.0698,-0.0184,0.0358,0.1093,0.0107,-0.0171,-0.0901,0.0183,44.9084,40.4174,45.5294,47.7074,47.0817,43.3617,46.003,45.7508
101,101,53.28818,19.69765,9375.0,327.0,LOT283,1,12.0,45.0647,2.9155,39.7401,50.6465,90.6729,1.5455,0.0,0.9936,0.033,0.0395,0.1195,0.4278,0.6232,0.3371,0.4297,-43.1344,-45.9743,-48.1673,-3.1433,0.2743,1.0605,220.3064,-0.0125,-3213.9049,250.5727,-1932.6559,-1072.406,2145.8897,1792.2485,-1016.7522,827.8534,20873257.0907,20318888.0088,20073892.175,23460301.8357,22462718.4762,23962400.6574,25506755.2656,22722935.8725,-358148.0815,-1687905.7464,478656.5394,-722803.301,31926.994,-143583.8096,330006.4419,-657495.6462,872.4795,950.2502,784.6885,983.5102,832.0487,891.8857,906.5346,763.6559,717.2217,854.5461,858.3912,729.5893,620.4203,933.1039,802.6471,790.0998,1512.7009,1576.9685,1500.1628,1522.8605,1578.3436,1223.7948,1396.6792,1812.1351,1646.2558,1719.7592,1563.6213,1765.7788,1641.7386,1602.2988,1788.9524,1926.6236,183.1228,303.3638,57.7575,-400.4265,-104.3881,24.4217,-13.9823,-86.5281,-0.0071,-0.0841,-0.0032,-0.0582,0.029,-0.0267,-0.0492,0.0256,46.3911,48.0339,42.3179,43.8412,47.5667,41.6143,43.3598,41.3686
102,102,53.2993,19.68508,9360.0,327.0,LOT283,1,10.0,47.4091,2.5672,41.6081,52.4935,90.9565,2.324,0.0,1.0062,0.0579,0.0279,0.1392,0.4859,0.615,0.3763,0.4542,-45.4197,-47.4968,-50.434,7.3058,-0.0825,2.2876,213.3846,-0.0096,-867.5719,-1911.1163,-870.8196,1049.7434,1396.4618,830.4745,-1756.9353,237.1367,20722099.3078,22646558.9763,21668547.1799,20846019.0681,21392940.2211,19911863.209,21498870.3793,21367142.5952,939140.8836,-262150.5471,-607451.1852,205005.0324,1146995.6939,-270381.3023,-698539.3672,223241.0631,740.3945,698.8089,728.5932,568.8617,811.6196,680.2617,779.9779,966.4836,815.7103,874.3731,861.6919,732.0698,845.8227,815.6032,768.9311,990.8798,1363.605,1264.0578,1692.4672,1773.4457,1433.0067,1708.5148,1375.6,1228.8943,1747.0964,1581.6351,1977.8431,1739.4645,1657.4472,1468.1318,1562.7081,1473.3253,113.1366,-275.3079,-9.262,88.7741,-128.8939,109.994,-124.4854,-344.9052,-0.0389,0.0247,-0.0353,0.0407,0.0553,0.0383,0.01,0.0018,46.0851,45.6493,44.6947,47.7672,46.0431,42.0161,46.3906,44.8312
103,103,53.31042,19.67251,9346.5,327.0,LOT283,1,10.0,45.3527,2.9487,40.0896,50.0146,73.1583,1.6344,0.0,0.9832,0.0478,0.0156,0.0817,0.4892,0.6613,0.4211,0.4154,-45.8498,-44.8451,-47.1659,0.0088,0.5824,2.427,220.3033,-0.2736,-1397.4893,-2523.0109,1714.8904,-3.1549,-2114.7412,3442.4066,-1001.7048,1911.2137,22539631.2901,22496223.1098,21905652.6906,23450226.7437,22503167.9017,20046638.8301,19266661.0831,21134537.6197,817368.7678,110348.1339,-948706.2827,868871.7365,503988.189,1031347.1563,1313501.1497,119389.2493,932.4475,834.1789,861.4193,712.3306,872.2589,697.7391,800.5673,708.1777,822.3066,790.7403,904.7102,768.697,803.5421,831.7562,732.857,841.7975,1400.7408,1278.2359,1299.4147,1595.9055,1555.3833,1771.5355,1327.0879,1464.2048,1360.3732,1545.762,1808.6529,1529.1478,1659.742,1538.6905,1763.9321,1335.4464,251.0751,290.3762,-5.3413,-61.7449,-198.5153,139.0735,196.3322,-105.8091,0.0513,-0.043,-0.0477,-0.0477,0.067,0.0987,0.0631,-0.0598,44.8967,41.207,43.8138,47.1527,39.8472,45.8507,45.1292,44.3943
104,104,53.32154,19.65994,9334.4,327.0,LOT283,1,9.0,44.2745,2.5614,39.3344,49.9648,91.9658,2.7797,0.0,0.9848,0.0615,0.0986,0.0989,0.4716,0.5062,0.4573,0.4091,-42.609,-44.5212,-46.0836,-3.0775,-0.2415,2.309,219.9292,0.2954,1682.6102,353.0111,524.4921,889.6306,-434.2199,2034.3946,105.787,-1368.9725,19935919.5167,19039811.1567,20881255.3145,23016817.6895,21418879.3141,23083963.2583,19012391.369,22980703.4049,155133.9328,-2140095.5958,677087.6395,-176205.0544,501029.1604,884380.0556,-344968.1397,739637.0588,748.9201,841.6104,793.6531,908.2226,633.2159,797.3142,771.5036,656.5661,922.2855,884.3251,885.6134,686.9311,928.9727,643.5512,602.7755,961.8646,1461.3819,1595.6563,1459.4761,1475.7811,1476.3052,1319.8021,1540.2562,1272.9618,1360.8316,1453.4124,1334.6861,1892.7465,1474.8553,1346.7435,1439.8801,1368.5033,-83.4089,15.271,538.4256,374.1723,-285.496,381.8044,46.5837,217.9628,-0.0786,0.0281,-0.0823,0.0018,0.0312,0.0035,-0.0178,-0.0411,45.287,44.4392,46.3603,48.0971,40.7266,48.2464,42.9749,45.0972
105,105,53.33266,19.64738,9324.1,327.0,LOT283,1,12.0,44.4016,1.7463,39.5262,49.5166,77.8567,2.3188,0.0,1.0108,0.0363,0.007,0.0913,0.4057,0.4124,0.4574,0.3665,-46.0095,-46.6842,-48.167,-2.8609,-0.4846,2.4633,223.3834,0.2029,435.988,2215.6946,-991.7742,376.8559,-1533.4883,2718.027,-1177.8665,1517.3116,19473397.4674,18874975.8513,21901339.3474,19515731.546,22706544.2852,23102925.4569,21792235.9293,22590149.9697,-1522645.5786,468675.1938,-896436.7594,-628485.3348,-1515837.7916,5626.7044,331868.5533,358107.4288,706.4292,683.4004,725.2514,800.8502,771.6638,754.7956,679.4273,829.288,799.2121,779.3842,677.9499,776.742,804.797,695.6352,935.0622,692.6617,1432.6502,1606.7635,1348.6078,1540.2783,1402.1767,1517.4956,1536.0177,1474.0414,1987.6839,1505.01,1707.7995,1269.5021,1370.9139,1802.2821,1464.8917,1544.5452,315.8514,-133.3179,-227.037,-2.8868,-268.3366,289.2075,34.4996,-0.7786,0.0634,0.0083,0.0289,0.0374,-0.0259,-0.0228,-0.004,-0.0443,44.5672,46.2128,45.0181,48.9868,46.703,46.1476,44.9291,41.6122
106,106,53.34378,19.63481,9315.4,327.0,LOT283,1,10.0,46.0224,2.367,41.8294,51.5248,75.2779,1.8883,0.0,1.0013,0.0557,-0.0007,0.0986,0.4879,0.5563,0.4045,0.3947,-45.2001,-47.067,-50.4918,4.6115,0.0866,2.5058,223.861,-0.1621,246.4154,-2187.7164,-315.5835,1163.0744,1323.6561,-732.0748,1442.7028,1594.8927,20966208.9303,22452247.0417,20866745.7433,22520348.0473,23177289.3028,20489869.5918,24232346.6044,23512030.2737,-33907.9056,1335961.1148,-339217.2652,676331.7006,1727310.9876,740098.7263,-524678.2907,1685300.8958,821.1099,642.8656,902.8261,913.6741,682.156,920.3399,869.7211,763.5367,659.0257,629.2217,809.9854,846.8448,868.2554,613.3314,868.8268,794.2444,1383.6852,1635.9938,1606.8529,1614.4674,1498.2736,1624.2269,1755.8839,1595.3165,1392.504,1214.5056,1299.7453,1873.9704,1622.0611,1779.2976,977.9096,1432.2313,-17.4222,192.8282,-113.7272,633.6877,368.2245,-77.6057,332.1163,64.3417,-0.0883,-0.0379,-0.0088,-0.0106,0.0082,0.1,-0.003,-0.0194,48.1574,44.0641,47.883,49.8615,44.237,47.3911,43.2802,47.5829
107,107,53.3549,19.62224,9308.7,327.0,LOT283,1,12.0,45.3618,2.8382,39.7352,51.0835,76.4538,1.2724,0.0,0.9937,0.0563,-0.0022,0.0951,0.4625,0.5454,0.3854,0.3612,-46.0674,-45.7816,-47.9243,-2.737,-0.2673,1.0536,216.5865,0.1788,-719.2738,508.9608,286.3095,3117.2206,1416.2601,3580.4029,385.1524,-3108.1899,21999368.8831,19647175.8383,21737926.9617,23204591.916,19248993.2652,23558270.2748,21214460.4487,22498176.2659,-150560.3615,-1364638.7651,553000.2305,527393.9607,1292807.9836,-140633.2922,954483.9343,-206511.7366,705.8704,837.3069,671.4781,945.1224,803.8161,1014.8492,555.7932,997.6407,824.3729,792.2263,740.3621,974.0071,647.2109,619.6189,942.8366,995.9364,1237.0757,1614.9787,1304.5467,1352.9565,1443.7393,1482.1056,1496.9809,1659.7871,1491.601,1271.6752,1537.5597,1836.9233,1647.9974,1516.4955,1546.7085,1529.2504,-32.9072,238.0044,-14.7387,388.2318,-133.5671,432.2641,258.7707,458.9813,0.0307,-0.0085,0.0011,0.0737,0.0087,0.0369,0.0964,0.0388,44.5017,45.7758,44.8986,49.9342,44.2579,49.8002,48.4517,43.9788
108,108,53.36603,19.60967,9303.8,327.0,LOT283,1,9.0,44.2258,1.6225,38.2654,48.7006,84.0524,1.1933,0.0,1.0025,0.041,0.0204,0.1032,0.4298,0.5537,0.4217,0.4192,-45.7691,-44.3435,-47.1511,-2.4388,-0.1255,2.5587,224.0543,-0.1085,1548.2815,904.8162,346.8003,286.7762,2377.3824,2295.2493,-705.4589,-1873.3856,21550669.4028,22304244.9112,21755818.9573,21116765.4292,18945891.9325,22903711.6109,21426259.3114,20411041.0002,-444790.9779,772041.5961,957366.3051,-467578.2082,1221337.281,782299.771,563591.6603,-525386.9014,743.0341,945.9029,1005.105,986.4803,777.7309,967.5335,728.2199,815.6784,944.8034,722.8886,888.9089,627.0815,1070.8729,790.7055,763.6667,779.9185,1515.6411,1468.9022,1652.7935,1619.917,1630.7451,1341.0033,1369.2511,1326.6045,1532.2299,1788.9641,1548.5593,1402.8609,1579.8274,1981.2105,1464.611,1269.5838,-295.5164,136.9057,-222.1202,112.6402,-226.2955,-30.859,-57.1369,-53.1949,0.023,0.0339,-0.0181,0.0772,-0.0361,-0.0023,-0.0399,0.012,47.0233,42.2949,46.5978,47.9713,42.1574,47.8248,44.5056,45.4824
109,109,53.37715,19.59711,9300.9,327.0,LOT283,1,9.0,45.4156,2.9962,40.64,50.6549,92.9765,1.4833,0.0,0.9917,0.0306,0.0507,0.1333,0.4835,0.5599,0.4237,0.3691,-44.2001,-45.5828,-48.5543,-1.4565,0.225,1.514,219.944,-0.2213,2237.5284,-1224.5448,-56.8047,154.4925,471.6992,452.6662,68.2184,798.0865,22748097.8246,22493980.6509,21050504.2871,21390459.5437,25140204.5526,19910111.1516,24486967.9458,22520272.2781,-794780.9412,1169632.0872,1893510.6423,707608.9764,1206067.4008,1424818.3243,706634.7428,3302972.3085,710.4311,776.3296,835.0621,966.2101,614.4461,971.949,755.7564,875.0987,845.3981,849.3488,758.7032,868.042,864.7928,747.1091,769.1349,734.7635,1320.478,1426.4532,1209.5534,1317.4042,1310.3921,1544.1582,1291.4261,1470.2737,1655.2409,1133.0544,1580.2714,1757.973,1577.3153,1393.3704,1503.8164,1413.0749,-30.3186,-216.7901,-113.0494,449.1782,-305.805,305.5804,231.8133,243.6777,-0.0679,0.0338,-0.0155,0.0204,0.009,0.1361,-0.0145,0.0835,43.4832,46.2216,48.8426,50.2225,47.3335,49.088,42.4194,45.4885
110,110,53.38827,19.58454,9300.0,327.0,LOT283,1,10.0,45.7411,2.2595,40.4733,50.1535,65.9124,1.8449,0.0,0.9897,0.0509,0.014,0.0692,0.4334,0.5117,0.4095,0.3966,-45.4194,-45.1322,-49.105,-4.5816,-0.5186,2.7648,219.9461,-0.2159,-350.3227,215.605,-1144.2812,1790.6647,-2001.1967,1078.9931,-499.7814,-136.1416,22100385.5057,20754331.1642,22038328.1237,20040979.6357,21464586.6778,22393791.6212,20643944.1162,23312992.3446,-353361.7313,565403.0839,1933402.1076,1275976.2013,-1323084.4369,561063.6567,525251.5035,-1293858.8624,801.4943,805.9874,983.3406,918.2767,682.247,1005.5553,668.021,774.6765,830.9608,750.5498,729.417,602.3545,742.4898,666.1347,726.9573,655.9837,1158.6007,1565.1254,1629.1903,1285.2271,1384.3468,1407.7676,1610.6872,1517.8098,1210.7428,1268.6107,1375.2484,1542.8192,1331.2039,1739.7105,1480.0473,1278.3589,-67.1014,-190.454,355.5926,-3.1915,-102.0843,145.43,148.5132,176.6223,-0.0111,-0.0157,-0.0005,0.0804,0.0242,0.1069,-0.0456,-0.0057,43.2854,48.1636,44.0251,45.5062,44.0924,49.5639,46.9447,47.0069
111,111,53.39939,19.57197,9301.1,327.0,LOT283,1,12.0,45.5946,2.4422,41.0509,51.1931,76.2033,2.4684,0.0,0.9748,0.0656,-0.0028,0.1036,0.4,0.5966,0.4564,0.4043,-44.6978,-44.9064,-49.9009,3.7794,0.4005,2.692,219.123,-0.0208,329.9962,-595.5781,5.3016,637.9905,-2776.6893,202.0736,112.4466,-900.8726,21919704.9011,23937271.4896,21255438.6561,22297819.3743,23174571.6475,21734655.0587,19849742.0039,22657092.8201,-1531221.9074,-735664.7635,-733006.7069,1789801.8862,-715972.1199,188483.1627,136045.8192,1456040.161,922.9122,727.2477,733.441,794.0189,789.1429,914.0273,793.0469,683.9437,782.4437,982.1679,873.4528,748.6664,777.7807,688.6504,687.1749,796.7258,1389.7667,1378.9439,1710.4196,1199.2979,1784.6215,1437.5336,1600.2907,1520.6011,1315.3121,1087.4408,1530.7115,1930.7048,1800.2671,1658.6434,1592.3336,1699.7059,-18.3555,-101.4165,-249.41,188.4574,-82.205,92.0128,-263.0732,-136.9908,0.0376,0.0639,-0.0384,0.1709,-0.0529,0.0701,-0.0382,-0.032,43.2715,46.6235,45.8741,46.7611,42.5106,45.6107,48.3173,42.9718
112,112,53.41051,19.5594,9304.2,327.0,LOT283,1,10.0,43.2741,2.5624,37.3227,48.7826,92.2471,1.8974,0.0,1.0267,0.0595,-0.0444,0.0441,0.4501,0.5266,0.3408,0.3842,-43.947,-46.1887,-50.542,-1.2427,0.3383,1.9314,220.3306,0.0693,276.1858,1142.6978,-766.8792,1498.6946,1239.1371,-454.8947,1191.4177,-1986.0971,22426429.1791,21080648.9461,23596937.5322,18961772.092,21276547.2329,25284355.1639,19239375.7314,25239999.5156,219275.3804,-149295.4992,240998.6094,699011.613,-519535.2875,1019971.9968,77269.6814,-1476930.6079,791.6426,869.5536,1088.7721,1084.2136,713.1339,841.586,867.9672,775.1705,675.439,826.2239,892.5625,749.5124,741.2902,695.6845,727.1583,815.364,1585.2218,1590.0887,1600.3935,1413.7978,1368.9892,1272.8083,1522.861,1513.1499,2081.1531,1251.8645,1383.2755,1975.1611,1523.5637,1842.4757,1644.885,1619.4617,199.0279,-90.6534,-82.0436,194.7204,155.0709,206.7686,-247.2372,78.6913,-0.0764,0.015,-0.0984,-0.0035,0.0356,0.0356,0.0334,0.0458,41.2477,45.4653,45.0892,50.2739,46.5052,47.5153,46.1908,45.8088
113,113,53.42163,19.54683,9309.2,327.0,LOT283,1,11.0,46.8848,2.3416,41.2663,50.9698,75.7943,2.7304,0.0,1.0357,0.0411,-0.0326,0.075,0.417,0.5438,0.3801,0.3824,-43.5776,-45.1734,-45.4562,-1.1016,0.05,3.8204,213.502,0.0022,-3008.5311,861.0352,1248.6115,3736.0812,1013.2182,3778.9886,-1624.6468,603.5167,23286835.9559,21819080.1355,21733621.0092,19298439.2418,21120302.0245,21635480.2189,22368049.3888,22536271.8795,574797.2371,-475063.4948,-112172.4284,-809674.0114,-237483.5925,130522.5891,-321843.2404,244199.0166,954.6441,734.5468,715.8621,1006.7645,660.6037,1046.1992,934.1435,844.9024,853.032,789.9476,779.5835,702.0882,756.6537,557.3132,845.0424,972.3672,1707.6177,1661.6284,1421.6985,1514.2147,1250.9124,1527.1687,1371.9385,1303.4061,1476.4214,1643.7469,1281.9208,1969.7075,1605.6987,1923.2944,1142.6228,1658.3955,-7.0869,239.0279,469.8154,274.3867,163.1389,463.1508,-82.4917,0.6284,0.0171,0.0479,-0.0375,0.1479,0.0281,0.042,0.0701,0.1337,44.4179,48.5999,47.296,44.6958,46.6711,55.0614,43.1298,40.5952
114,114,53.43275,19.53427,9316.1,327.0,LOT283,1,11.0,45.2981,3.026,40.4969,49.3715,85.6094,2.3725,0.0,1.0067,0.0676,0.0234,0.0773,0.5426,0.5966,0.386,0.356,-43.9505,-45.1092,-45.1118,-2.4986,-0.4985,3.4963,218.2695,-0.0375,-490.4159,-2499.969,-669.6118,2361.6816,-711.5143,2879.8026,480.4139,-1777.9555,22018709.3081,21935101.2601,22737190.7688,21838729.1663,23112938.9999,23294663.0257,21254367.0967,24936864.2067,778427.214,-1598558.0922,-479421.2414,-137619.1043,-1245506.402,173243.88,2001224.9885,-955568.7297,816.7369,820.2715,746.6347,858.7317,895.9562,1130.0248,746.8107,887.4991,829.4541,859.8221,503.2158,400.4283,779.2015,672.7328,823.5094,699.0378,1369.7306,1387.2481,1500.6345,1427.8653,1312.4494,1602.0555,1292.2173,1433.1156,1177.1337,1317.9014,1439.2251,1717.0264,1603.211,1892.4598,1653.0816,1038.889,228.3721,-64.6436,-17.8757,347.9162,-134.1249,117.6215,113.4564,230.9042,-0.121,0.0159,-0.0394,0.0824,-0.086,0.0632,-0.0366,0.0214,47.3077,45.6688,47.8696,44.9586,46.208,50.5942,48.4834,42.9492
115,115,53.44387,19.5217,9324.9,327.0,LOT283,1,10.0,45.1034,3.0846,40.2708,50.1324,74.5783,1.6031,0.0,1.0183,0.0743,-0.0015,0.1492,0.4003,0.4849,0.3633,0.3783,-47.6814,-44.5647,-50.6105,1.6985,0.445,3.0674,211.0704,0.2032,-1729.05,785.5516,-5279.0694,1910.628,694.4393,2531.4072,-865.124,-3018.787,23255399.8851,22822944.4703,19366117.977,20667825.6742,24173661.3833,21481686.89,23868068.4894,18558244.3228,-699669.7819,550678.3897,145668.3512,1431062.5967,175148.4796,-1569163.3561,328405.692,224097.584,786.8748,867.6836,810.3108,932.2987,861.8066,924.6451,889.4135,764.4467,810.9818,640.9188,1085.6644,678.0834,851.879,654.4864,883.569,757.1018,1768.5147,1179.6336,1606.5264,1549.5549,1553.6463,1332.0715,1573.711,1572.3548,1480.9997,1333.5875,1658.0243,1882.7212,1739.1341,1662.3937,1792.3424,1716.6119,26.6457,250.6304,222.8684,293.2774,409.5133,747.8208,112.2011,177.2971,-0.0413,-0.0504,-0.0197,0.1478,-0.0646,0.1876,-0.0555,-0.0064,44.2412,46.6722,45.5811,51.2223,45.803,52.0967,46.5202,43.2532
116,116,53.45499,19.50913,9335.4,327.0,LOT283,1,10.0,45.0801,2.2462,39.2168,49.5193,80.5706,1.0733,0.0,1.0198,0.0773,-0.0055,0.122,0.4502,0.5579,0.3969,0.3596,-45.2735,-47.4814,-50.8474,-3.7293,0.3195,2.1504,223.5505,-0.3288,849.8181,2185.7946,524.5242,1391.1533,-2341.4196,-3.8709,-363.1844,379.841,20691637.5121,20905252.6487,21487039.4464,22001118.2336,23672443.6174,19441619.6028,21878767.0357,23904260.4192,273492.901,352499.9744,-590025.9583,-69868.4528,-1033119.0123,-1642479.3659,-109496.4416,-494961.4091,846.5737,807.104,889.7325,1112.8545,833.0873,1174.3513,941.4318,675.8549,926.4054,804.1501,823.2979,690.6951,812.3167,741.3484,718.1901,741.9272,1652.1239,1251.2924,1470.3741,1468.357,1384.9679,1339.6357,1360.998,1587.947,1478.0368,1723.6374,1494.9132,2013.6857,1230.2428,1241.9929,1563.4879,2115.5164,73.9309,186.8295,-238.6012,239.9426,-227.5091,43.4198,11.9397,-93.4833,-0.0074,-0.0021,0.0077,0.1642,-0.014,0.0568,0.0047,-0.0018,42.0505,43.4274,43.5801,50.8866,41.7221,47.9428,47.0254,46.6735
117,117,53.46611,19.49656,9347.6,327.0,LOT283,1,10.0,44.4322,2.2273,39.5972,50.225,86.0766,1.3465,0.0,1.0511,0.0528,0.0017,0.109,0.4469,0.5037,0.4134,0.432,-46.5165,-46.4647,-49.2218,-0.578,0.3266,1.9642,223.5727,-0.3225,-789.7156,1568.4808,126.3328,2120.592,-2957.4261,1118.5605,975.5839,938.0189,21023873.0796,20952248.0227,20434330.5351,23049040.2705,23908316.6806,20983121.8179,23509230.8189,19970162.1866,-726167.5374,-578206.2594,1459021.9527,496322.6342,-373360.1761,732981.8505,-306637.1121,-1554545.0307,848.1894,728.3731,668.9142,1071.7577,831.2667,1152.258,978.9237,783.5773,779.8682,567.4913,593.4909,686.4843,1009.7683,686.5956,651.3919,829.7083,1357.4211,1081.1696,1587.696,1602.8923,1523.7915,932.9512,1638.3166,1337.0046,1660.4033,1344.4254,1657.4802,1834.1495,1553.0401,2158.1553,1600.1916,1311.1291,-45.2123,291.6746,-14.78,966.5573,-184.3428,90.8086,18.4503,206.2273,-0.0007,-0.0229,-0.0521,0.1144,0.024,0.0503,-0.0007,0.0748,45.668,44.5349,47.1427,48.304,43.0148,47.3698,46.6139,45.7865
118,118,53.47723,19.48399,9361.3,327.0,LOT283,1,10.0,43.1359,3.0269,37.6412,47.4231,83.6012,1.5931,0.0,1.0046,0.0681,-0.0275,0.1314,0.4581,0.5715,0.3961,0.37,-44.4299,-44.8469,-47.2861,4.1416,0.5328,2.4203,218.931,0.2312,825.9492,-12.3093,-2796.3422,2494.6119,-403.4491,-568.7857,84.8706,1855.3477,24137328.3921,20688481.0227,24195502.5458,22248850.8232,24089645.8092,23532007.9372,22647869.1363,22137091.8905,1110955.397,-19476.3275,-17062.3429,2528744.1059,499635.0931,187282.832,-904064.5985,1496923.0762,751.5991,871.5,701.2815,1140.2117,919.9019,888.126,864.3407,954.1923,886.8587,723.8705,920.2827,647.549,734.0569,529.4505,826.9698,738.2626,1741.8524,1269.0347,1363.6905,1415.3891,1422.5014,1460.1272,1617.1051,1422.6236,1323.7046,1546.1469,1544.3832,2226.6426,1594.5772,2253.637,1474.3588,1464.7964,-121.7777,41.3541,608.3657,527.4839,-150.2491,460.7518,-255.01,-219.149,-0.0746,0.0291,-0.0495,0.1683,0.0163,0.0547,-0.0649,-0.021,44.4107,47.7798,44.2834,43.1026,42.9878,49.8784,43.8823,41.4532
119,119,53.48835,19.47143,9376.4,327.0,LOT283,1,11.0,47.0885,2.3917,42.3961,52.2197,80.6424,2.5413,0.0,0.9961,0.0394,-0.0558,0.0918,0.5989,0.5836,0.4246,0.4306,-44.3343,-46.6598,-46.5949,1.0087,0.2647,1.44,226.7194,0.0106,1041.5971,-145.4044,-990.7755,699.8958,436.7109,4009.6557,-2013.3677,2188.892,21340439.8362,23285722.7335,22980505.2453,23409982.1541,19699054.0274,24271303.6585,20435681.2298,19795061.7827,20200.0193,189834.6759,-1298215.9359,-379613.456,-330630.3173,-1315659.5506,1894285.2923,-105899.3736,886.3842,906.5647,882.8002,980.3781,508.4881,1044.6636,840.9529,780.9726,653.9058,899.031,910.6942,665.4171,771.9776,735.3771,879.2433,699.1032,1300.7375,1373.9431,1384.9495,1206.1117,1218.5822,1480.4769,1340.1667,1565.5258,1555.4302,1473.8666,1690.8645,1808.0644,1544.2254,2227.9725,1731.5678,1773.0741,316.6908,48.0066,82.5973,281.3992,25.1844,161.4736,-156.8133,351.9343,-0.0792,-0.0752,0.0383,0.068,-0.0129,0.1314,0.0324,0.0339,45.124,43.2754,43.8346,47.2716,44.1999,44.0361,46.7612,45.697
120,120,53.49947,19.45886,9392.7,327.0,LOT283,1,11.0,46.9057,3.0068,42.7454,51.52,69.9212,2.0773,0.0,1.0056,0.0615,0.0067,0.0887,0.4497,0.5923,0.3984,0.3678,-45.681,-44.0354,-46.1718,3.2616,0.0021,1.5359,212.7412,-0.0141,-957.7353,-886.4257,-937.6877,3116.2592,1871.7775,4807.9532,1165.0456,-1278.1795,22701672.4398,21536304.3841,21731558.1755,20902616.3028,24011666.0132,21690980.4738,24353760.0198,19960371.0686,628372.065,31252.7679,1739538.2322,363834.0519,-319169.6086,-528785.3021,-1731398.1023,-707720.7189,711.2,760.1279,859.549,1178.5168,824.0015,1191.4977,701.9017,670.4063,824.4028,729.4542,764.6669,655.7037,702.4915,649.8677,975.977,740.4888,1541.2177,1357.6998,1624.4607,1811.1379,1533.2147,1816.6861,1348.2275,1375.3841,1763.9062,1577.1356,1740.038,2064.4578,1628.4276,2119.9949,1497.4626,1493.4844,336.019,-28.4019,31.9692,541.9352,354.3188,452.2457,-206.1276,84.0838,-0.0622,0.1076,0.06,0.212,0.0304,0.1876,0.0328,-0.0273,46.7285,44.4516,44.7156,47.6274,44.3792,49.6212,43.7116,44.7368
