tick,snapshot_idx,snapshot_time,icao24,callsign,origin_country,latitude,longitude,baro_altitude,geo_altitude,velocity,true_track,vertical_rate,on_ground,time_position,last_contact,position_source,is_anomaly,anomaly_kind
13,13,1700000195.0,4cab4c,EZY42AC,United Kingdom,54.52178,18.26336,11782.8,11803.4,238.0,100.0,0.0,False,1700000195.0,1700000195.0,0,0,
14,14,1700000210.0,4ca87b,RYR2KE,Ireland,54.39982,19.29948,10970.6,10996.2,230.0,90.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,471f8b,LOT283,Poland,52.84095,20.428,9502.9,9524.4,220.0,320.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,3c6589,DLH4ZW,Germany,53.58415,15.30488,11481.9,11498.6,240.0,80.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,4b1805,SWR12X,Switzerland,52.35314,17.73246,10803.5,10819.2,235.0,200.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,440048,BAW893,United Kingdom,53.331354054054074,16.612461832334418,12029.7,12052.8,250.0,60.0,0.0,False,1700000210.0,1700000210.0,0,1,smooth_drift
14,14,1700000210.0,4ac9b0,SAS2HK,Sweden,55.27729,17.67861,10486.5,10503.8,220.0,120.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,3917a3,AFR1219,France,50.68889379563298,14.730955277039097,10988.4,11011.5,225.0,150.0,0.0,False,1700000210.0,1700000210.0,0,1,smooth_drift
14,14,1700000210.0,46b8c1,FIN6KP,Finland,55.59117,20.7354,10010.5,10026.0,215.0,200.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,4ca8e0,RYR3LM,Ireland,53.46515,19.11531,11189.3,11214.1,232.0,240.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,478129,WZZ2BV,Hungary,51.77716,21.792,10820.0,10843.4,220.0,280.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,4ba8c2,TAR9FX,Turkey,52.19982,22.69115,9536.6,9561.0,245.0,270.0,0.0,False,1700000210.0,1700000210.0,0,0,
14,14,1700000210.0,4cab4c,EZY42AC,United Kingdom,54.51619,18.31783,11771.6,11788.4,238.0,100.0,0.0,False,1700000210.0,1700000210.0,0,0,
15,15,1700000225.0,4ca87b,RYR2KE,Ireland,54.39981,19.35278,10973.5,10992.2,230.0,90.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,471f8b,LOT283,Poland,52.86368,20.3964,9500.8,9522.9,220.0,320.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,3c6589,DLH4ZW,Germany,53.58976,15.3586,11475.6,11488.4,240.0,80.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,4b1805,SWR12X,Switzerland,52.32335,17.71472,10800.9,10824.1,235.0,200.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,440048,BAW893,United Kingdom,53.37498648648648,16.62182339178686,12030.9,12052.8,250.0,60.0,0.0,False,1700000225.0,1700000225.0,0,1,smooth_drift
15,15,1700000225.0,4ac9b0,SAS2HK,Sweden,55.26245,17.72371,10487.8,10504.7,220.0,120.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,3917a3,AFR1219,France,50.68972120960674,14.71353065397047,10978.3,10994.2,225.0,150.0,0.0,False,1700000225.0,1700000225.0,0,1,smooth_drift
15,15,1700000225.0,46b8c1,FIN6KP,Finland,55.56392,20.71786,10015.2,10036.7,215.0,200.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,4ca8e0,RYR3LM,Ireland,53.44949,19.06979,11188.0,11211.6,232.0,240.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,478129,WZZ2BV,Hungary,51.7823,21.74476,10824.7,10844.4,220.0,280.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,4ba8c2,TAR9FX,Turkey,52.1998,22.63723,9540.0,9546.3,245.0,270.0,0.0,False,1700000225.0,1700000225.0,0,0,
15,15,1700000225.0,4cab4c,EZY42AC,United Kingdom,54.5106,18.37229,11774.9,11797.4,238.0,100.0,0.0,False,1700000225.0,1700000225.0,0,0,
16,16,1700000240.0,4ca87b,RYR2KE,Ireland,54.3998,19.40608,10971.1,10989.4,230.0,90.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,471f8b,LOT283,Poland,52.88641,20.36478,9498.5,9524.5,220.0,320.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,3c6589,DLH4ZW,Germany,53.59537,15.41232,11477.1,11493.9,240.0,80.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,4b1805,SWR12X,Switzerland,52.29356,17.697,10814.4,10832.5,235.0,200.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,440048,BAW893,United Kingdom,53.422418918918915,16.625534951239324,12025.5,12046.1,250.0,60.0,0.0,False,1700000240.0,1700000240.0,0,1,smooth_drift
16,16,1700000240.0,4ac9b0,SAS2HK,Sweden,55.2476,17.7688,10482.9,10504.8,220.0,120.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,3917a3,AFR1219,France,50.69434862358053,14.69030603090183,10981.2,10999.1,225.0,150.0,0.0,False,1700000240.0,1700000240.0,0,1,smooth_drift
16,16,1700000240.0,46b8c1,FIN6KP,Finland,55.53666,20.70033,10008.7,10035.0,215.0,200.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,4ca8e0,RYR3LM,Ireland,53.43383,19.0243,11195.1,11210.5,232.0,240.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,478129,WZZ2BV,Hungary,51.78745,21.69751,10819.2,10851.0,220.0,280.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,4ba8c2,TAR9FX,Turkey,52.19979,22.5833,9528.6,9546.2,245.0,270.0,0.0,False,1700000240.0,1700000240.0,0,0,
16,16,1700000240.0,4cab4c,EZY42AC,United Kingdom,54.50501,18.42674,11774.1,11795.4,238.0,100.0,0.0,False,1700000240.0,1700000240.0,0,0,
17,17,1700000255.0,4ca87b,RYR2KE,Ireland,54.39979,19.45938,10971.6,10994.6,230.0,90.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,471f8b,LOT283,Poland,52.90914,20.33315,9503.7,9521.8,220.0,320.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,3c6589,DLH4ZW,Germany,53.60098,15.46605,11482.4,11503.4,240.0,80.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,4b1805,SWR12X,Switzerland,52.26377,17.67928,10819.7,10835.1,235.0,200.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,440048,BAW893,United Kingdom,53.473751351351375,16.623596510691783,12027.7,12043.8,250.0,60.0,0.0,False,1700000255.0,1700000255.0,0,1,smooth_drift
17,17,1700000255.0,4ac9b0,SAS2HK,Sweden,55.23275,17.81387,10480.9,10501.6,220.0,120.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,3917a3,AFR1219,France,50.70287603755432,14.661231407833192,10983.3,11005.8,225.0,150.0,0.0,False,1700000255.0,1700000255.0,0,1,smooth_drift
17,17,1700000255.0,46b8c1,FIN6KP,Finland,55.5094,20.68281,10004.6,10020.4,215.0,200.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,4ca8e0,RYR3LM,Ireland,53.41818,18.97882,11196.0,11218.3,232.0,240.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,478129,WZZ2BV,Hungary,51.79259,21.65026,10818.5,10838.8,220.0,280.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,4ba8c2,TAR9FX,Turkey,52.19978,22.52938,9532.3,9546.1,245.0,270.0,0.0,False,1700000255.0,1700000255.0,0,0,
17,17,1700000255.0,4cab4c,EZY42AC,United Kingdom,54.49943,18.48119,11776.1,11796.2,238.0,100.0,0.0,False,1700000255.0,1700000255.0,0,0,
18,18,1700000270.0,4ca87b,RYR2KE,Ireland,54.39978,19.51268,10977.3,10985.8,230.0,90.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,471f8b,LOT283,Poland,52.93187,20.3015,9506.1,9526.0,220.0,320.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,3c6589,DLH4ZW,Germany,53.60659,15.51979,11481.2,11503.6,240.0,80.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,4b1805,SWR12X,Switzerland,52.23398,17.66158,10814.9,10827.2,235.0,200.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,440048,BAW893,United Kingdom,53.52888378378377,16.616008070144247,12028.5,12042.1,250.0,60.0,0.0,False,1700000270.0,1700000270.0,0,1,smooth_drift
18,18,1700000270.0,4ac9b0,SAS2HK,Sweden,55.2179,17.85892,10478.9,10497.7,220.0,120.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,3917a3,AFR1219,France,50.715203451528104,14.626356784764559,10979.3,11001.3,225.0,150.0,0.0,False,1700000270.0,1700000270.0,0,1,smooth_drift
18,18,1700000270.0,46b8c1,FIN6KP,Finland,55.48215,20.66531,10000.8,10025.3,215.0,200.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,4ca8e0,RYR3LM,Ireland,53.40252,18.93336,11194.4,11215.0,232.0,240.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,478129,WZZ2BV,Hungary,51.79774,21.603,10814.7,10840.1,220.0,280.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,4ba8c2,TAR9FX,Turkey,52.19977,22.47546,9530.0,9552.3,245.0,270.0,0.0,False,1700000270.0,1700000270.0,0,0,
18,18,1700000270.0,4cab4c,EZY42AC,United Kingdom,54.49384,18.53563,11772.7,11791.2,238.0,100.0,0.0,False,1700000270.0,1700000270.0,0,0,
19,19,1700000285.0,4ca87b,RYR2KE,Ireland,54.39977,19.56598,10974.9,11002.0,230.0,90.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,471f8b,LOT283,Poland,52.9546,20.26984,9497.3,9522.7,220.0,320.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,3c6589,DLH4ZW,Germany,53.6122,15.57353,11487.1,11509.7,240.0,80.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,4b1805,SWR12X,Switzerland,52.20419,17.64388,10806.8,10834.2,235.0,200.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,440048,BAW893,United Kingdom,53.58791621621622,16.60281962959669,12027.7,12040.4,250.0,60.0,0.0,False,1700000285.0,1700000285.0,0,1,smooth_drift
19,19,1700000285.0,4ac9b0,SAS2HK,Sweden,55.20306,17.90396,10480.9,10499.4,220.0,120.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,3917a3,AFR1219,France,50.73143086550191,14.585632161695925,10980.4,11006.4,225.0,150.0,0.0,False,1700000285.0,1700000285.0,0,1,smooth_drift
19,19,1700000285.0,46b8c1,FIN6KP,Finland,55.45489,20.64781,10005.1,10022.9,215.0,200.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,4ca8e0,RYR3LM,Ireland,53.38686,18.88792,11191.6,11210.4,232.0,240.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,478129,WZZ2BV,Hungary,51.80288,21.55574,10810.7,10821.7,220.0,280.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,4ba8c2,TAR9FX,Turkey,52.19975,22.42153,9530.2,9550.8,245.0,270.0,0.0,False,1700000285.0,1700000285.0,0,0,
19,19,1700000285.0,4cab4c,EZY42AC,United Kingdom,54.48825,18.59006,11777.5,11789.4,238.0,100.0,0.0,False,1700000285.0,1700000285.0,0,0,
20,20,1700000300.0,4ca87b,RYR2KE,Ireland,54.39975,19.61928,10970.5,10989.6,230.0,90.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,471f8b,LOT283,Poland,52.97733,20.23816,9497.1,9515.3,220.0,320.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,3c6589,DLH4ZW,Germany,53.61781,15.62729,11483.9,11501.2,240.0,80.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,4b1805,SWR12X,Switzerland,52.1744,17.6262,10815.7,10838.2,235.0,200.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,440048,BAW893,United Kingdom,53.650748648648644,16.584031189049167,12030.1,12050.1,250.0,60.0,0.0,False,1700000300.0,1700000300.0,0,1,smooth_drift
20,20,1700000300.0,4ac9b0,SAS2HK,Sweden,55.18821,17.94898,10481.6,10505.1,220.0,120.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,3917a3,AFR1219,France,50.75145827947569,14.539107538627281,10984.0,11009.1,225.0,150.0,0.0,False,1700000300.0,1700000300.0,0,1,smooth_drift
20,20,1700000300.0,46b8c1,FIN6KP,Finland,55.42764,20.63033,9999.4,10015.9,215.0,200.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,4ca8e0,RYR3LM,Ireland,53.37121,18.84249,11205.7,11220.9,232.0,240.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,478129,WZZ2BV,Hungary,51.80802,21.50847,10809.4,10838.4,220.0,280.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,4ba8c2,TAR9FX,Turkey,52.19974,22.36761,9538.0,9557.2,245.0,270.0,0.0,False,1700000300.0,1700000300.0,0,0,
20,20,1700000300.0,4cab4c,EZY42AC,United Kingdom,54.48267,18.64449,11777.1,11798.5,238.0,100.0,0.0,False,1700000300.0,1700000300.0,0,0,
21,21,1700000315.0,4ca87b,RYR2KE,Ireland,54.39974,19.67258,10966.6,10988.2,230.0,90.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,471f8b,LOT283,Poland,53.00006,20.20646,9502.6,9520.2,220.0,320.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,3c6589,DLH4ZW,Germany,53.62342,15.68104,11489.0,11513.1,240.0,80.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,4b1805,SWR12X,Switzerland,52.14461,17.60854,10806.8,10830.2,235.0,200.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,440048,BAW893,United Kingdom,53.71743108108111,16.55959274850161,12030.5,12038.6,250.0,60.0,0.0,False,1700000315.0,1700000315.0,0,1,smooth_drift
21,21,1700000315.0,4ac9b0,SAS2HK,Sweden,55.17336,17.99399,10479.4,10496.5,220.0,120.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,3917a3,AFR1219,France,50.775335693449485,14.486782915558651,10994.2,11004.3,225.0,150.0,0.0,False,1700000315.0,1700000315.0,0,1,smooth_drift
21,21,1700000315.0,46b8c1,FIN6KP,Finland,55.40038,20.61286,9996.0,10011.3,215.0,200.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,4ca8e0,RYR3LM,Ireland,53.35555,18.79708,11217.4,11228.5,232.0,240.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,478129,WZZ2BV,Hungary,51.81317,21.46119,10811.4,10833.6,220.0,280.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,4ba8c2,TAR9FX,Turkey,52.19973,22.31369,9541.9,9562.5,245.0,270.0,0.0,False,1700000315.0,1700000315.0,0,0,
21,21,1700000315.0,4cab4c,EZY42AC,United Kingdom,54.47708,18.6989,11768.8,11782.7,238.0,100.0,0.0,False,1700000315.0,1700000315.0,0,0,
22,22,1700000330.0,4ca87b,RYR2KE,Ireland,54.39973,19.72587,10976.0,10992.7,230.0,90.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,471f8b,LOT283,Poland,53.02279,20.17474,9503.2,9525.9,220.0,320.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,3c6589,DLH4ZW,Germany,53.62903,15.73481,11487.0,11513.1,240.0,80.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,4b1805,SWR12X,Switzerland,52.11482,17.59088,10807.7,10830.1,235.0,200.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,440048,BAW893,United Kingdom,53.787963513513525,16.529554307954072,12023.9,12034.8,250.0,60.0,0.0,False,1700000330.0,1700000330.0,0,1,smooth_drift
22,22,1700000330.0,4ac9b0,SAS2HK,Sweden,55.15852,18.03897,10483.0,10505.0,220.0,120.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,3917a3,AFR1219,France,50.803063107423256,14.428658292490018,11001.9,11021.6,225.0,150.0,0.0,False,1700000330.0,1700000330.0,0,1,smooth_drift
22,22,1700000330.0,46b8c1,FIN6KP,Finland,55.37313,20.5954,9994.7,10013.4,215.0,200.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,4ca8e0,RYR3LM,Ireland,53.33989,18.75168,11216.9,11241.1,232.0,240.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,478129,WZZ2BV,Hungary,51.81831,21.41391,10809.2,10821.8,220.0,280.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,4ba8c2,TAR9FX,Turkey,52.19972,22.25976,9539.2,9558.0,245.0,270.0,0.0,False,1700000330.0,1700000330.0,0,0,
22,22,1700000330.0,4cab4c,EZY42AC,United Kingdom,54.47149,18.75331,11766.5,11779.0,238.0,100.0,0.0,False,1700000330.0,1700000330.0,0,0,
23,23,1700000345.0,4ca87b,RYR2KE,Ireland,54.39972,19.77917,10983.2,11000.2,230.0,90.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,471f8b,LOT283,Poland,53.04552,20.14301,9497.3,9511.7,220.0,320.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,3c6589,DLH4ZW,Germany,53.63464,15.78858,11488.9,11511.0,240.0,80.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,4b1805,SWR12X,Switzerland,52.08503,17.57324,10810.0,10841.1,235.0,200.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,440048,BAW893,United Kingdom,53.862345945945954,16.493865867406516,12027.0,12050.6,250.0,60.0,0.0,False,1700000345.0,1700000345.0,0,1,smooth_drift
23,23,1700000345.0,4ac9b0,SAS2HK,Sweden,55.14367,18.08394,10488.4,10508.3,220.0,120.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,3917a3,AFR1219,France,50.83464052139704,14.364733669421383,11002.5,11027.4,225.0,150.0,0.0,False,1700000345.0,1700000345.0,0,1,smooth_drift
23,23,1700000345.0,46b8c1,FIN6KP,Finland,55.34587,20.57796,9987.4,10009.7,215.0,200.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,4ca8e0,RYR3LM,Ireland,53.32424,18.70631,11219.8,11237.6,232.0,240.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,478129,WZZ2BV,Hungary,51.82346,21.36663,10810.3,10833.8,220.0,280.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,4ba8c2,TAR9FX,Turkey,52.19971,22.20584,9535.1,9555.6,245.0,270.0,0.0,False,1700000345.0,1700000345.0,0,0,
23,23,1700000345.0,4cab4c,EZY42AC,United Kingdom,54.4659,18.80771,11765.3,11783.2,238.0,100.0,0.0,False,1700000345.0,1700000345.0,0,0,
24,24,1700000360.0,4ca87b,RYR2KE,Ireland,54.39971,19.83247,10982.1,11004.6,230.0,90.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,471f8b,LOT283,Poland,53.06825,20.11126,9500.2,9523.4,220.0,320.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,3c6589,DLH4ZW,Germany,53.64025,15.84236,11485.1,11506.6,240.0,80.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,4b1805,SWR12X,Switzerland,52.05523,17.5556,10807.6,10825.6,235.0,200.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,440048,BAW893,United Kingdom,53.94057837837839,16.45262742685899,12031.3,12058.7,250.0,60.0,0.0,False,1700000360.0,1700000360.0,0,1,smooth_drift
24,24,1700000360.0,4ac9b0,SAS2HK,Sweden,55.12882,18.1289,10493.4,10512.7,220.0,120.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,3917a3,AFR1219,France,50.870067935370805,14.29495904635274,11007.2,11031.4,225.0,150.0,0.0,False,1700000360.0,1700000360.0,0,1,smooth_drift
24,24,1700000360.0,46b8c1,FIN6KP,Finland,55.31862,20.56053,9990.4,10008.5,215.0,200.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,4ca8e0,RYR3LM,Ireland,53.30858,18.66094,11225.2,11241.8,232.0,240.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,478129,WZZ2BV,Hungary,51.8286,21.31934,10807.3,10821.6,220.0,280.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,4ba8c2,TAR9FX,Turkey,52.19969,22.15192,9533.3,9561.9,245.0,270.0,0.0,False,1700000360.0,1700000360.0,0,0,
24,24,1700000360.0,4cab4c,EZY42AC,United Kingdom,54.46032,18.86211,11764.1,11784.0,238.0,100.0,0.0,False,1700000360.0,1700000360.0,0,0,
25,25,1700000375.0,4ca87b,RYR2KE,Ireland,54.39969,19.88577,10979.3,11001.5,230.0,90.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,471f8b,LOT283,Poland,53.09098,20.0795,9506.7,9526.4,220.0,320.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,3c6589,DLH4ZW,Germany,53.64586,15.89615,11488.3,11506.5,240.0,80.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,4b1805,SWR12X,Switzerland,52.02544,17.53798,10801.4,10822.3,235.0,200.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,440048,BAW893,United Kingdom,54.02266081081081,16.405738986311448,12032.4,12060.6,250.0,60.0,0.0,False,1700000375.0,1700000375.0,0,1,smooth_drift
25,25,1700000375.0,4ac9b0,SAS2HK,Sweden,55.11397,18.17383,10498.4,10511.0,220.0,120.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,3917a3,AFR1219,France,50.909345349344584,14.219384423284112,11014.2,11032.9,225.0,150.0,0.0,False,1700000375.0,1700000375.0,0,1,smooth_drift
25,25,1700000375.0,46b8c1,FIN6KP,Finland,55.29136,20.54311,9991.3,10003.6,215.0,200.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,4ca8e0,RYR3LM,Ireland,53.29292,18.6156,11223.8,11244.3,232.0,240.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,478129,WZZ2BV,Hungary,51.83374,21.27204,10799.9,10822.4,220.0,280.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,4ba8c2,TAR9FX,Turkey,52.19968,22.098,9525.5,9545.6,245.0,270.0,0.0,False,1700000375.0,1700000375.0,0,0,
25,25,1700000375.0,4cab4c,EZY42AC,United Kingdom,54.45473,18.9165,11763.2,11796.8,238.0,100.0,0.0,False,1700000375.0,1700000375.0,0,0,
26,26,1700000390.0,4ca87b,RYR2KE,Ireland,54.39968,19.93907,10976.5,11004.8,230.0,90.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,471f8b,LOT283,Poland,53.11371,20.04772,9505.1,9525.1,220.0,320.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,3c6589,DLH4ZW,Germany,53.65147,15.94994,11477.6,11491.9,240.0,80.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,4b1805,SWR12X,Switzerland,51.99565,17.52037,10804.8,10826.0,235.0,200.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,440048,BAW893,United Kingdom,54.10859324324328,16.353300545763886,12035.2,12055.3,250.0,60.0,0.0,False,1700000390.0,1700000390.0,0,1,smooth_drift
26,26,1700000390.0,4ac9b0,SAS2HK,Sweden,55.09913,18.21875,10499.3,10526.6,220.0,120.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,3917a3,AFR1219,France,50.952472763318376,14.138059800215478,11012.3,11039.4,225.0,150.0,0.0,False,1700000390.0,1700000390.0,0,1,smooth_drift
26,26,1700000390.0,46b8c1,FIN6KP,Finland,55.26411,20.5257,9991.2,10013.2,215.0,200.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,4ca8e0,RYR3LM,Ireland,53.27726,18.57027,11221.3,11238.0,232.0,240.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,478129,WZZ2BV,Hungary,51.83889,21.22474,10804.4,10822.6,220.0,280.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,4ba8c2,TAR9FX,Turkey,52.19967,22.04407,9517.8,9531.5,245.0,270.0,0.0,False,1700000390.0,1700000390.0,0,0,
26,26,1700000390.0,4cab4c,EZY42AC,United Kingdom,54.44914,18.97088,11762.9,11778.9,238.0,100.0,0.0,False,1700000390.0,1700000390.0,0,0,
27,27,1700000405.0,4ca87b,RYR2KE,Ireland,54.39967,19.99237,10973.8,11000.2,230.0,90.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,471f8b,LOT283,Poland,53.13645,20.01592,9512.9,9536.0,220.0,320.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,3c6589,DLH4ZW,Germany,53.65708,16.00375,11470.1,11487.0,240.0,80.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,4b1805,SWR12X,Switzerland,51.96586,17.50277,10810.3,10825.4,235.0,200.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,440048,BAW893,United Kingdom,54.19837567567569,16.29526210521634,12038.3,12058.7,250.0,60.0,0.0,False,1700000405.0,1700000405.0,0,1,smooth_drift
27,27,1700000405.0,4ac9b0,SAS2HK,Sweden,55.08428,18.26366,10507.2,10535.5,220.0,120.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,3917a3,AFR1219,France,50.99945017729215,14.050885177146837,11012.9,11026.3,225.0,150.0,0.0,False,1700000405.0,1700000405.0,0,1,smooth_drift
27,27,1700000405.0,46b8c1,FIN6KP,Finland,55.23685,20.5083,9994.4,10013.9,215.0,200.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,4ca8e0,RYR3LM,Ireland,53.26161,18.52496,11220.0,11231.3,232.0,240.0,0.0,False,1700000405.0,1700000405.0,0,0,
27,27,1700000405.0,478129,WZZ2BV,Hungary,51.84403,21.17743,10811.2,10821.1,220.0,280.0,0.0,False,1700000405.0,1700000405.0,0,0,
